,Unnamed: 0,ano,data_eleicao,id_municipio,nome_urna,sigla_partido,idade,genero,raca,Resultado,nome_candidato,votos
213,213,2024,2024-10-06,2611606,Hélio Guabiraba,PSB,65,masculino,parda,Eleito,Hélio Guabiraba,9793.0
214,214,2024,2024-10-06,2611606,Idelvar Vavá,DC,58,masculino,branca,Não foi eleito,Idelvar Vavá,236.0
215,215,2024,2024-10-06,2611606,Igor A Voz Do Povo,PL,47,masculino,parda,Não foi eleito,Igor A Voz Do Povo,844.0
216,216,2024,2024-10-06,2611606,Irmã Angelica,DC,43,feminino,branca,Não foi eleito,Irmã Angelica,13.0
217,217,2024,2024-10-06,2611606,Irmã Fatima Chagas,MOBILIZA,64,feminino,branca,Não foi eleito,Irmã Fatima Chagas,42.0
218,218,2024,2024-10-06,2611606,Irmã Jailza,MDB,54,feminino,parda,Não foi eleito,Irmã Jailza,238.0
219,219,2024,2024-10-06,2611606,Irmã Juninha,PSD,52,feminino,preta,Não foi eleito,Irmã Juninha,381.0
220,220,2024,2024-10-06,2611606,Irmã Neide,AVANTE,54,feminino,branca,Não foi eleito,Irmã Neide,106.0
221,221,2024,2024-10-06,2611606,Irmã Socorro,AVANTE,60,feminino,parda,Não foi eleito,Irmã Socorro,119.0
222,222,2024,2024-10-06,2611606,Irmã Vânia,PL,46,feminino,parda,Não foi eleito,Irmã Vânia,326.0
223,223,2024,2024-10-06,2611606,Irmã Zélia Nery,REPUBLICANOS,70,feminino,preta,Não foi eleito,Irmã Zélia Nery,482.0
224,224,2024,2024-10-06,2611606,Irmão Eduardo Caetano,MOBILIZA,51,masculino,branca,Não foi eleito,Irmão Eduardo Caetano,201.0
225,225,2024,2024-10-06,2611606,Irmão Josué,REPUBLICANOS,55,masculino,branca,Não foi eleito,Irmão Josué,271.0
226,226,2024,2024-10-06,2611606,Irmão Luciano Do Valle,REPUBLICANOS,42,masculino,branca,Não foi eleito,Irmão Luciano Do Valle,442.0
227,227,2024,2024-10-06,2611606,Irmão Magno,AVANTE,41,masculino,parda,Não foi eleito,Irmão Magno,852.0
228,228,2024,2024-10-06,2611606,Irmão Mailton,PL,56,masculino,parda,Não foi eleito,,
229,229,2024,2024-10-06,2611606,Irmão Nado,PL,55,masculino,preta,Não foi eleito,Irmão Nado,212.0
230,230,2024,2024-10-06,2611606,Irmão Paulo,AVANTE,54,masculino,parda,Não foi eleito,Irmão Paulo,248.0
231,231,2024,2024-10-06,2611606,Irmão Valmir ,MOBILIZA,62,masculino,preta,Não foi eleito,Irmão Valmir ,48.0
232,232,2024,2024-10-06,2611606,Israel Vaz O Amigo Que Faz,REPUBLICANOS,57,masculino,branca,Não foi eleito,Israel Vaz O Amigo Que Faz,1892.0
233,233,2024,2024-10-06,2611606,Ivo Do Armazem,MDB,48,masculino,parda,Não foi eleito,Ivo Do Armazem,5638.0
234,234,2024,2024-10-06,2611606,Ivonete Nanete,MDB,69,feminino,branca,Não foi eleito,Ivonete Nanete,259.0
235,235,2024,2024-10-06,2611606,Izaias Bahia,PSOL,57,masculino,preta,Não foi eleito,Izaias Bahia,139.0
236,236,2024,2024-10-06,2611606,Jacques Ribemboim,PSD,64,masculino,branca,Não foi eleito,Jacques Ribemboim,868.0
237,237,2024,2024-10-06,2611606,Jairo Metódio,PP,55,masculino,preta,Não foi eleito,Jairo Metódio,164.0
238,238,2024,2024-10-06,2611606,Jaiza Metódio,MDB,58,feminino,preta,Não foi eleito,Jaiza Metódio,699.0
239,239,2024,2024-10-06,2611606,Jame,PP,42,masculino,parda,Não foi eleito,Jame,313.0
240,240,2024,2024-10-06,2611606,Janailson Ferreira Da Silva,NOVO,41,masculino,parda,Não foi eleito,Janailson Ferreira Da Silva,517.0
241,241,2024,2024-10-06,2611606,Janaina Nanai,REPUBLICANOS,42,feminino,amarela,Não foi eleito,Janaina Nanai,220.0
242,242,2024,2024-10-06,2611606,Jaqueline (Mô),PRD,45,feminino,parda,Não foi eleito,Jaqueline (Mô),84.0
243,243,2024,2024-10-06,2611606,Jaqueline Azevedo,MOBILIZA,48,feminino,parda,Não foi eleito,Jaqueline Azevedo,39.0
244,244,2024,2024-10-06,2611606,Jefferson Da Direita,PP,38,masculino,branca,Não foi eleito,Jefferson Da Direita,38.0
245,245,2024,2024-10-06,2611606,Jefferson Ordinário,DC,23,masculino,parda,Não foi eleito,Jefferson Ordinário,640.0
246,246,2024,2024-10-06,2611606,Jerry Pagodinho,MOBILIZA,58,masculino,parda,Não foi eleito,Jerry Pagodinho,161.0
247,247,2024,2024-10-06,2611606,Joao Paulo Lustosa,NOVO,42,masculino,parda,Não foi eleito,Joao Paulo Lustosa,1057.0
248,248,2024,2024-10-06,2611606,Joel Do Povo,DC,34,masculino,preta,Não foi eleito,Joel Do Povo,14.0
249,249,2024,2024-10-06,2611606,Joelma Andrade,PSOL,42,feminino,preta,Não foi eleito,Joelma Andrade,625.0
250,250,2024,2024-10-06,2611606,Joice Do Entra Apulso,DC,48,feminino,preta,Não foi eleito,Joice Do Entra Apulso,194.0
251,251,2024,2024-10-06,2611606,Jonatas Rosendo,PSDB,43,masculino,parda,Não foi eleito,,
252,252,2024,2024-10-06,2611606,Jorge Enfermeiro,PSD,64,masculino,parda,Não foi eleito,,
253,253,2024,2024-10-06,2611606,Jorge Parafina,PL,62,masculino,branca,Não foi eleito,Jorge Parafina,593.0
254,254,2024,2024-10-06,2611606,Josafa Alabastro,MOBILIZA,64,masculino,preta,Não foi eleito,Josafa Alabastro,93.0
255,255,2024,2024-10-06,2611606,Joselito Ferreira,PSB,58,masculino,branca,Não foi eleito,Joselito Ferreira,8260.0
256,256,2024,2024-10-06,2611606,Josemi Simões,PSB,59,masculino,parda,Não foi eleito,Josemi Simões,1674.0
257,257,2024,2024-10-06,2611606,Josenildo Teixeira,DC,44,masculino,parda,Não foi eleito,Josenildo Teixeira,104.0
258,258,2024,2024-10-06,2611606,Josiane Da Saúde,REPUBLICANOS,43,feminino,branca,Não foi eleito,Josiane Da Saúde,284.0
259,259,2024,2024-10-06,2611606,Josuel Do Espirito Santo,PT,34,masculino,parda,Não foi eleito,Josuel Do Espirito Santo,249.0
260,260,2024,2024-10-06,2611606,Josué Augusto,PL,66,masculino,parda,Não foi eleito,Josué Augusto,648.0
261,261,2024,2024-10-06,2611606,Josy Barbosa,PT,43,feminino,parda,Não foi eleito,Josy Barbosa,117.0
262,262,2024,2024-10-06,2611606,José Carlos Corredor,PP,72,masculino,parda,Não foi eleito,José Carlos Corredor,46.0
263,263,2024,2024-10-06,2611606,José Da Silva,PCO,42,masculino,branca,Não foi eleito,,
264,264,2024,2024-10-06,2611606,João Carlos Baiano,DC,65,masculino,branca,Não foi eleito,João Carlos Baiano,493.0
265,265,2024,2024-10-06,2611606,João Da Costa,PT,64,masculino,branca,Não foi eleito,João Da Costa,3373.0
266,266,2024,2024-10-06,2611606,João De Deus,AVANTE,70,masculino,parda,Não foi eleito,,
267,267,2024,2024-10-06,2611606,João Moraes,PP,62,masculino,branca,Não foi eleito,João Moraes,272.0
268,268,2024,2024-10-06,2611606,Juliana Enfermeira,SOLIDARIEDADE,41,feminino,parda,Não foi eleito,Juliana Enfermeira,1494.0
269,269,2024,2024-10-06,2611606,Junior Bocão,PSD,53,masculino,preta,Não foi eleito,Junior Bocão,7985.0
270,270,2024,2024-10-06,2611606,Junior Pirro,DC,65,masculino,branca,Não foi eleito,Junior Pirro,37.0
271,271,2024,2024-10-06,2611606,Jô Cavalcanti,PSOL,42,feminino,preta,Eleito,Jô Cavalcanti,7619.0
272,272,2024,2024-10-06,2611606,Júnior De Cleto,PSB,45,masculino,branca,Não foi eleito,Júnior De Cleto,9922.0
273,273,2024,2024-10-06,2611606,Júnior Di Bria,PSB,35,masculino,parda,Não foi eleito,Júnior Di Bria,4572.0
274,274,2024,2024-10-06,2611606,Kal Ferreira,PSB,53,feminino,parda,Não foi eleito,Kal Ferreira,1064.0
275,275,2024,2024-10-06,2611606,Kari Santos,PT,32,feminino,branca,Eleito,Kari Santos,9321.0
276,276,2024,2024-10-06,2611606,Karla Sanfoneira,PP,47,feminino,parda,Não foi eleito,Karla Sanfoneira,119.0
277,277,2024,2024-10-06,2611606,Lala Renovada,REDE,45,feminino,parda,Não foi eleito,Lala Renovada,505.0
278,278,2024,2024-10-06,2611606,Larissa Caló,CIDADANIA,38,feminino,branca,Não foi eleito,Larissa Caló,30.0
279,279,2024,2024-10-06,2611606,Leandro Silva,PRD,42,masculino,branca,Não foi eleito,Leandro Silva,71.0
280,280,2024,2024-10-06,2611606,Leandro Tenório,PV,43,masculino,parda,Não foi eleito,Leandro Tenório,369.0
281,281,2024,2024-10-06,2611606,Lelinho Martins,REPUBLICANOS,43,masculino,parda,Não foi eleito,,
282,282,2024,2024-10-06,2611606,Leo Cabeça,PRD,46,masculino,parda,Não foi eleito,Leo Cabeça,184.0
283,283,2024,2024-10-06,2611606,Leo Frete,MDB,48,masculino,branca,Não foi eleito,Leo Frete,142.0
284,284,2024,2024-10-06,2611606,Leopoldina Silvestre,REDE,52,feminino,branca,Não foi eleito,Leopoldina Silvestre,185.0
285,285,2024,2024-10-06,2611606,Levi De Eclésio,PP,56,masculino,parda,Não foi eleito,,
286,286,2024,2024-10-06,2611606,Liana Cirne,PT,53,feminino,branca,Eleito,Liana Cirne,14810.0
287,287,2024,2024-10-06,2611606,Lila Medeiros,NOVO,50,feminino,branca,Não foi eleito,Lila Medeiros,204.0
288,288,2024,2024-10-06,2611606,Lili Do Caldinho,PRD,38,feminino,parda,Não foi eleito,Lili Do Caldinho,92.0
289,289,2024,2024-10-06,2611606,Lito Do Ibura,PL,38,masculino,preta,Não foi eleito,Lito Do Ibura,1211.0
290,290,2024,2024-10-06,2611606,Lu Do Pru,REDE,39,feminino,parda,Não foi eleito,Lu Do Pru,955.0
291,291,2024,2024-10-06,2611606,Luana Consegue,PSOL,26,feminino,preta,Não foi eleito,Luana Consegue,217.0
292,292,2024,2024-10-06,2611606,Lucas Junior,MOBILIZA,44,masculino,parda,Não foi eleito,Lucas Junior,153.0
293,293,2024,2024-10-06,2611606,Lucas Recife,PV,30,masculino,branca,Não foi eleito,Lucas Recife,27.0
294,294,2024,2024-10-06,2611606,Lucia Das Comidinhas,MOBILIZA,63,feminino,parda,Não foi eleito,Lucia Das Comidinhas,10.0
295,295,2024,2024-10-06,2611606,Luciano Brito,MOBILIZA,64,masculino,parda,Não foi eleito,Luciano Brito,133.0
296,296,2024,2024-10-06,2611606,Luciano Oliveira Recife,DC,53,masculino,branca,Não foi eleito,Luciano Oliveira Recife,515.0
297,297,2024,2024-10-06,2611606,Luiz Carlos,NOVO,57,masculino,parda,Não foi eleito,Luiz Carlos,2062.0
298,298,2024,2024-10-06,2611606,Luiz Eustaquio,PSB,63,masculino,preta,Não foi eleito,Luiz Eustaquio,10474.0
299,299,2024,2024-10-06,2611606,Maciel Flores,PP,52,masculino,branca,Não foi eleito,,
300,300,2024,2024-10-06,2611606,Madeira,DC,68,masculino,parda,Não foi eleito,Madeira,162.0
301,301,2024,2024-10-06,2611606,Maestro Gil Juntospelacultura,PT,54,masculino,branca,Não foi eleito,Maestro Gil Juntospelacultura,151.0
302,302,2024,2024-10-06,2611606,Maguari,PP,71,masculino,branca,Não foi eleito,Maguari,3416.0
303,303,2024,2024-10-06,2611606,Mara Tea Da Inclusao,REPUBLICANOS,38,feminino,branca,Não foi eleito,Mara Tea Da Inclusao,171.0
304,304,2024,2024-10-06,2611606,Marcelo Da Cooperativa,REPUBLICANOS,54,masculino,parda,Não foi eleito,Marcelo Da Cooperativa,456.0
305,305,2024,2024-10-06,2611606,Marcelo Marcelinho,MDB,43,masculino,preta,Não foi eleito,Marcelo Marcelinho,1383.0
306,306,2024,2024-10-06,2611606,Marcelo Rodrigues,PSD,40,masculino,preta,Não foi eleito,Marcelo Rodrigues,174.0
307,307,2024,2024-10-06,2611606,Marcelo Sobral A Força Do Povo,MDB,47,masculino,preta,Não foi eleito,Marcelo Sobral A Força Do Povo,718.0
308,308,2024,2024-10-06,2611606,Marcelus Ugiette,PRD,64,masculino,branca,Não foi eleito,Marcelus Ugiette,250.0
309,309,2024,2024-10-06,2611606,Marcia Maia,PL,59,feminino,branca,Não foi eleito,Marcia Maia,105.0
310,310,2024,2024-10-06,2611606,Marco Aurélio Filho ,PV,35,masculino,branca,Não foi eleito,Marco Aurélio Filho ,12424.0
311,311,2024,2024-10-06,2611606,Marco Será,PL,51,masculino,parda,Não foi eleito,Marco Será,815.0
312,312,2024,2024-10-06,2611606,Marco Smoke,AVANTE,59,masculino,parda,Não foi eleito,Marco Smoke,236.0
313,313,2024,2024-10-06,2611606,Marcos Justino,PRD,64,masculino,parda,Não foi eleito,Marcos Justino,1272.0
314,314,2024,2024-10-06,2611606,Marcos Petts,DC,67,masculino,parda,Não foi eleito,Marcos Petts,170.0
315,315,2024,2024-10-06,2611606,Marcão Do Povo,MDB,50,masculino,parda,Não foi eleito,Marcão Do Povo,426.0
316,316,2024,2024-10-06,2611606,Maria Do Céu,PSB,58,feminino,branca,Não foi eleito,Maria Do Céu,4367.0
317,317,2024,2024-10-06,2611606,Maria Flor,PRD,64,feminino,preta,Não foi eleito,Maria Flor,77.0
318,318,2024,2024-10-06,2611606,Maria Pagodinho,PC do B,64,feminino,parda,Não foi eleito,Maria Pagodinho,163.0
319,319,2024,2024-10-06,2611606,Marilene Santos,PSOL,48,feminino,preta,Não foi eleito,,
320,320,2024,2024-10-06,2611606,Marina Souza,MDB,40,feminino,parda,Não foi eleito,Marina Souza,52.0
321,321,2024,2024-10-06,2611606,Mario Brasiliano,NOVO,44,masculino,preta,Não foi eleito,Mario Brasiliano,2622.0
322,322,2024,2024-10-06,2611606,Mario Clementino,MOBILIZA,59,masculino,parda,Não foi eleito,Mario Clementino,7.0
323,323,2024,2024-10-06,2611606,Mario Pinheiro,AVANTE,68,masculino,parda,Não foi eleito,Mario Pinheiro,479.0
324,324,2024,2024-10-06,2611606,Marlon Henrique,PSD,38,masculino,preta,Não foi eleito,Marlon Henrique,209.0
325,325,2024,2024-10-06,2611606,Marlon Vieira De Melo,DC,57,masculino,branca,Não foi eleito,Marlon Vieira De Melo,453.0
326,326,2024,2024-10-06,2611606,Mary Da Saúde,PRD,57,feminino,preta,Não foi eleito,Mary Da Saúde,106.0
327,327,2024,2024-10-06,2611606,Mattheus Araujo,NOVO,29,masculino,parda,Não foi eleito,Mattheus Araujo,161.0
328,328,2024,2024-10-06,2611606,Maxmilian Costa,NOVO,44,masculino,parda,Não foi eleito,Maxmilian Costa,71.0
329,329,2024,2024-10-06,2611606,Mecinho Da Pizzaria,REPUBLICANOS,46,masculino,branca,Não foi eleito,Mecinho Da Pizzaria,307.0
330,330,2024,2024-10-06,2611606,Mestre Nilton Santos,AVANTE,61,masculino,parda,Não foi eleito,,
331,331,2024,2024-10-06,2611606,Mi,REPUBLICANOS,46,masculino,amarela,Não foi eleito,Mi,4.0
332,332,2024,2024-10-06,2611606,Mila Do Mercado,AVANTE,46,feminino,parda,Não foi eleito,Mila Do Mercado,125.0
333,333,2024,2024-10-06,2611606,Missionária Adriana,DC,51,feminino,parda,Não foi eleito,Missionária Adriana,197.0
334,334,2024,2024-10-06,2611606,Missionária Mayara,MOBILIZA,27,feminino,preta,Não foi eleito,,
335,335,2024,2024-10-06,2611606,Missionária Rosana Lima,REPUBLICANOS,44,feminino,branca,Não foi eleito,Missionária Rosana Lima,258.0
336,336,2024,2024-10-06,2611606,Missionário Evaristo Filho,PSD,57,masculino,parda,Não foi eleito,Missionário Evaristo Filho,101.0
337,337,2024,2024-10-06,2611606,Missionário Saulo Ataíde,PL,32,masculino,parda,Não foi eleito,Missionário Saulo Ataíde,287.0
338,338,2024,2024-10-06,2611606,Mizael Trindade,PSDB,58,masculino,parda,Não foi eleito,,
339,339,2024,2024-10-06,2611606,Murilo,MDB,64,masculino,branca,Não foi eleito,Murilo,3757.0
340,340,2024,2024-10-06,2611606,Murilo Vieira,PRD,58,masculino,parda,Não foi eleito,Murilo Vieira,758.0
341,341,2024,2024-10-06,2611606,Mércia De Malaquias,PL,48,feminino,parda,Não foi eleito,Mércia De Malaquias,58.0
342,342,2024,2024-10-06,2611606,Nadelson Leite,MOBILIZA,56,masculino,branca,Não foi eleito,Nadelson Leite,2.0
343,343,2024,2024-10-06,2611606,Nadilene Ribeiro,REPUBLICANOS,55,feminino,,Não foi eleito,Nadilene Ribeiro,231.0
344,344,2024,2024-10-06,2611606,Natalia De Menudo,PSB,32,feminino,branca,Não foi eleito,Natalia De Menudo,15198.0
345,345,2024,2024-10-06,2611606,Nazaré Silva,PRD,46,feminino,branca,Não foi eleito,Nazaré Silva,55.0
346,346,2024,2024-10-06,2611606,Neguete Do Povo,MDB,39,masculino,preta,Não foi eleito,Neguete Do Povo,228.0
347,347,2024,2024-10-06,2611606,Negão De Nair,PC do B,45,masculino,preta,Não foi eleito,Negão De Nair,76.0
348,348,2024,2024-10-06,2611606,Neide Da Saúde,PSD,43,feminino,branca,Não foi eleito,Neide Da Saúde,88.0
349,349,2024,2024-10-06,2611606,Nelsinho,REPUBLICANOS,57,masculino,preta,Não foi eleito,Nelsinho,1230.0
350,350,2024,2024-10-06,2611606,Nelson Monteiro ,MOBILIZA,40,masculino,branca,Não foi eleito,Nelson Monteiro ,818.0
351,351,2024,2024-10-06,2611606,Nen Do Coque,REPUBLICANOS,46,masculino,parda,Não foi eleito,Nen Do Coque,514.0
352,352,2024,2024-10-06,2611606,Netinho Eurico,PL,29,masculino,branca,Não foi eleito,Netinho Eurico,1515.0
353,353,2024,2024-10-06,2611606,Neto Da Saúde,REPUBLICANOS,35,masculino,parda,Não foi eleito,Neto Da Saúde,605.0
354,354,2024,2024-10-06,2611606,Neto Guerreiro,MDB,59,masculino,branca,Não foi eleito,Neto Guerreiro,256.0
355,355,2024,2024-10-06,2611606,Ni Queiroga,PSDB,30,feminino,branca,Não foi eleito,Ni Queiroga,61.0
356,356,2024,2024-10-06,2611606,Nicinha Da Ur Dez,DC,60,feminino,preta,Não foi eleito,Nicinha Da Ur Dez,44.0
357,357,2024,2024-10-06,2611606,Nildo Regente,MOBILIZA,61,masculino,branca,Não foi eleito,Nildo Regente,430.0
358,358,2024,2024-10-06,2611606,Nilson Pereira,PL,56,masculino,branca,Não foi eleito,Nilson Pereira,7702.0
359,359,2024,2024-10-06,2611606,Ninho Arypeter,MDB,43,masculino,parda,Não foi eleito,Ninho Arypeter,547.0
360,360,2024,2024-10-06,2611606,Nise Santos,PSOL,42,feminino,preta,Não foi eleito,Nise Santos,965.0
361,361,2024,2024-10-06,2611606,Nivaldo Lopes,PSDB,64,masculino,parda,Não foi eleito,,
362,362,2024,2024-10-06,2611606,Ofélia Do Mlb,UP,49,feminino,parda,Não foi eleito,Ofélia Do Mlb,315.0
363,363,2024,2024-10-06,2611606,Osmar Ricardo,PT,58,masculino,branca,Eleito,Osmar Ricardo,9268.0
364,364,2024,2024-10-06,2611606,Osvaldo Cavalcante,PSDB,60,masculino,branca,Não foi eleito,Osvaldo Cavalcante,112.0
365,365,2024,2024-10-06,2611606,Ozeias Paulo,REPUBLICANOS,40,masculino,branca,Não foi eleito,Ozeias Paulo,1751.0
366,366,2024,2024-10-06,2611606,Paraiba Cell,AVANTE,42,masculino,parda,Não foi eleito,Paraiba Cell,910.0
367,367,2024,2024-10-06,2611606,Pastor Carlos André,PSD,44,masculino,parda,Não foi eleito,Pastor Carlos André,663.0
368,368,2024,2024-10-06,2611606,Pastor Geferson Silva,REPUBLICANOS,44,masculino,branca,Não foi eleito,Pastor Geferson Silva,582.0
369,369,2024,2024-10-06,2611606,Pastor Jefferson,AVANTE,39,masculino,parda,Não foi eleito,Pastor Jefferson,134.0
370,370,2024,2024-10-06,2611606,Pastora Ericka,PSD,39,feminino,parda,Não foi eleito,Pastora Ericka,23.0
371,371,2024,2024-10-06,2611606,Pastora Flávia Santos,PL,43,feminino,branca,Não foi eleito,Pastora Flávia Santos,3847.0
372,372,2024,2024-10-06,2611606,Patricia Diniz,AVANTE,51,feminino,branca,Não foi eleito,Patricia Diniz,81.0
373,373,2024,2024-10-06,2611606,Patricia Eugenia,PRD,38,feminino,preta,Não foi eleito,Patricia Eugenia,109.0
374,374,2024,2024-10-06,2611606,Paula Alves,NOVO,36,feminino,parda,Não foi eleito,Paula Alves,61.0
375,375,2024,2024-10-06,2611606,Paulo Abou Hana,PL,58,masculino,parda,Não foi eleito,Paulo Abou Hana,1913.0
376,376,2024,2024-10-06,2611606,Paulo Belence,NOVO,70,masculino,parda,Não foi eleito,Paulo Belence,115.0
377,377,2024,2024-10-06,2611606,Paulo Muniz,PL,47,masculino,branca,Eleito,Paulo Muniz,9395.0
378,378,2024,2024-10-06,2611606,Paulo Neto Da Saúde,REPUBLICANOS,38,masculino,preta,Não foi eleito,Paulo Neto Da Saúde,141.0
379,379,2024,2024-10-06,2611606,Paulo Neves,AVANTE,40,masculino,branca,Não foi eleito,Paulo Neves,427.0
380,380,2024,2024-10-06,2611606,Pb. Emanoel Estanislau,PP,34,masculino,parda,Não foi eleito,Pb. Emanoel Estanislau,6407.0
381,381,2024,2024-10-06,2611606,Pelé Da Bomba,REPUBLICANOS,36,masculino,preta,Não foi eleito,Pelé Da Bomba,362.0
382,382,2024,2024-10-06,2611606,Pelé De Deus,PSDB,52,masculino,preta,Não foi eleito,Pelé De Deus,83.0
383,383,2024,2024-10-06,2611606,Perita Sandra Santos,PV,54,feminino,preta,Não foi eleito,Perita Sandra Santos,306.0
384,384,2024,2024-10-06,2611606,Podóloga Eli Arôcha,DC,44,feminino,branca,Não foi eleito,Podóloga Eli Arôcha,27.0
385,385,2024,2024-10-06,2611606,Polly Da Amar,REDE,45,feminino,branca,Não foi eleito,Polly Da Amar,814.0
386,386,2024,2024-10-06,2611606,Preto Monte,PSOL,24,masculino,preta,Não foi eleito,Preto Monte,355.0
387,387,2024,2024-10-06,2611606,Priscila Ferraz,PSB,45,feminino,parda,Não foi eleito,Priscila Ferraz,3466.0
388,388,2024,2024-10-06,2611606,Prof Joaquim,CIDADANIA,72,masculino,branca,Não foi eleito,Prof Joaquim,20.0
389,389,2024,2024-10-06,2611606,Professor Adelmo Madson,NOVO,37,masculino,parda,Não foi eleito,Professor Adelmo Madson,672.0
390,390,2024,2024-10-06,2611606,Professor Adelson Do Morro,MOBILIZA,55,masculino,preta,Não foi eleito,Professor Adelson Do Morro,69.0
391,391,2024,2024-10-06,2611606,Professor Erivelte,PRD,46,masculino,preta,Não foi eleito,Professor Erivelte,1705.0
392,392,2024,2024-10-06,2611606,Professor Jairo Britto,PT,64,masculino,branca,Não foi eleito,Professor Jairo Britto,9042.0
393,393,2024,2024-10-06,2611606,Professor Mirinho,MDB,47,masculino,branca,Não foi eleito,Professor Mirinho,5312.0
394,394,2024,2024-10-06,2611606,Professor Thiago,PSD,41,masculino,parda,Não foi eleito,Professor Thiago,962.0
395,395,2024,2024-10-06,2611606,Professor Zé Luís,PSB,52,masculino,branca,Não foi eleito,Professor Zé Luís,2148.0
396,396,2024,2024-10-06,2611606,Professora Ada Helena,PSB,51,feminino,branca,Não foi eleito,Professora Ada Helena,1147.0
397,397,2024,2024-10-06,2611606,Professora Ana Lúcia,REPUBLICANOS,53,feminino,branca,Eleito,Professora Ana Lúcia,8592.0
398,398,2024,2024-10-06,2611606,Professora Elaine,DC,65,feminino,branca,Não foi eleito,Professora Elaine,20.0
399,399,2024,2024-10-06,2611606,Professora Lu Melo,MDB,55,feminino,parda,Não foi eleito,Professora Lu Melo,354.0
400,400,2024,2024-10-06,2611606,Professora Neuza,REPUBLICANOS,58,feminino,preta,Não foi eleito,Professora Neuza,145.0
401,401,2024,2024-10-06,2611606,Psicologo Henrique Melo,PRD,59,masculino,preta,Não foi eleito,Psicologo Henrique Melo,1088.0
402,402,2024,2024-10-06,2611606,Queiroga,AVANTE,58,masculino,parda,Não foi eleito,Queiroga,441.0
403,403,2024,2024-10-06,2611606,Rafa Lima,PRD,45,masculino,parda,Não foi eleito,Rafa Lima,854.0
404,404,2024,2024-10-06,2611606,Rafael Nunes,MOBILIZA,42,masculino,branca,Não foi eleito,Rafael Nunes,2055.0
405,405,2024,2024-10-06,2611606,Rafaella Rafael,MDB,48,feminino,amarela,Não foi eleito,Rafaella Rafael,272.0
406,406,2024,2024-10-06,2611606,Raimundo Aguiar,PSOL,64,masculino,preta,Não foi eleito,Raimundo Aguiar,290.0
407,407,2024,2024-10-06,2611606,Raissa Isabelly,PSDB,36,feminino,parda,Não foi eleito,Raissa Isabelly,2.0
408,408,2024,2024-10-06,2611606,Rayane Gondim,MDB,34,feminino,branca,Não foi eleito,Rayane Gondim,44.0
409,409,2024,2024-10-06,2611606,Red Da Farmácia,AVANTE,43,masculino,preta,Não foi eleito,Red Da Farmácia,218.0
410,410,2024,2024-10-06,2611606,Renan Nunes,PT,37,masculino,branca,Não foi eleito,Renan Nunes,81.0
411,411,2024,2024-10-06,2611606,Renata Lima,PP,41,feminino,parda,Não foi eleito,Renata Lima,94.0
412,412,2024,2024-10-06,2611606,Renê,PV,47,masculino,branca,Não foi eleito,Renê,143.0
413,413,2024,2024-10-06,2611606,Resistência Autista,PSOL,40,feminino,branca,Não foi eleito,Resistência Autista,449.0
414,414,2024,2024-10-06,2611606,Rhayssa Alves,CIDADANIA,31,feminino,parda,Não foi eleito,Rhayssa Alves,170.0
415,415,2024,2024-10-06,2611606,Ricardo Cruz Castramóvel,AVANTE,55,masculino,branca,Não foi eleito,Ricardo Cruz Castramóvel,1674.0
416,416,2024,2024-10-06,2611606,Ricardo Das Neves,DC,90,masculino,parda,Não foi eleito,Ricardo Das Neves,1.0
417,417,2024,2024-10-06,2611606,Ricardo Gadelha,REDE,40,masculino,branca,Não foi eleito,Ricardo Gadelha,897.0
418,418,2024,2024-10-06,2611606,Ricardo Radiador,MDB,43,masculino,branca,Não foi eleito,Ricardo Radiador,542.0
419,419,2024,2024-10-06,2611606,Richardson,REDE,43,masculino,parda,Não foi eleito,Richardson,348.0
420,420,2024,2024-10-06,2611606,Rinaldo Junior,PSB,42,masculino,preta,Não foi eleito,Rinaldo Junior,12664.0
421,421,2024,2024-10-06,2611606,Robeilton Lira,PSDB,45,masculino,branca,Não foi eleito,Robeilton Lira,213.0
422,422,2024,2024-10-06,2611606,Roberia Pincho,MOBILIZA,56,feminino,branca,Não foi eleito,Roberia Pincho,7.0
423,423,2024,2024-10-06,2611606,Roberta Rita,PCO,57,feminino,branca,Não foi eleito,Roberta Rita,15.0
424,424,2024,2024-10-06,2611606,Robinho Da Autoescola,REPUBLICANOS,52,masculino,branca,Não foi eleito,Robinho Da Autoescola,208.0
425,425,2024,2024-10-06,2611606,Robson Lucena ,MOBILIZA,68,masculino,branca,Não foi eleito,Robson Lucena ,70.0
426,426,2024,2024-10-06,2611606,Rodrigo Coutinho,REPUBLICANOS,31,masculino,branca,Eleito,Rodrigo Coutinho,8317.0
427,427,2024,2024-10-06,2611606,Rodrigo Gomes,PL,48,masculino,parda,Não foi eleito,Rodrigo Gomes,4930.0
428,428,2024,2024-10-06,2611606,Rodrigo Patriota,PP,48,masculino,branca,Não foi eleito,Rodrigo Patriota,734.0
429,429,2024,2024-10-06,2611606,Rogerio Veloso,PRD,47,masculino,parda,Não foi eleito,Rogerio Veloso,517.0
430,430,2024,2024-10-06,2611606,Rogério Leite,PV,59,masculino,branca,Não foi eleito,Rogério Leite,401.0
431,431,2024,2024-10-06,2611606,Romerinho Jatobá,PSB,38,masculino,branca,Eleito,Romerinho Jatobá,20264.0
432,432,2024,2024-10-06,2611606,Romero Cordeiro Filho Do Morro,REPUBLICANOS,38,masculino,parda,Não foi eleito,Romero Cordeiro Filho Do Morro,1843.0
