,ano,data_eleicao,id_municipio,nome_urna,sigla_partido,idade,genero,raca
181,2024,2024-10-06,2611606,Fia Da Ong,PSD,43,feminino,parda
182,2024,2024-10-06,2611606,Fio,PSD,41,masculino,preta
183,2024,2024-10-06,2611606,Flávia De Nadegi,PV,34,feminino,branca
184,2024,2024-10-06,2611606,Flávio Galego,PP,45,masculino,branca
185,2024,2024-10-06,2611606,Francis Herbert,PC do B,52,masculino,preta
186,2024,2024-10-06,2611606,Fred Ferreira,PL,47,masculino,parda
187,2024,2024-10-06,2611606,Fred Filho,PL,59,masculino,branca
188,2024,2024-10-06,2611606,Fred Uchoa,NOVO,44,masculino,parda
189,2024,2024-10-06,2611606,Fubá,PSOL,40,masculino,preta
190,2024,2024-10-06,2611606,Fábio Gomes,MDB,41,masculino,branca
191,2024,2024-10-06,2611606,Fátima Mendes,PSDB,68,feminino,branca
192,2024,2024-10-06,2611606,Gabriel Barreto Campello,NOVO,39,masculino,branca
193,2024,2024-10-06,2611606,George Bastos,NOVO,25,masculino,branca
194,2024,2024-10-06,2611606,Geraldo Rocha,PRD,72,masculino,parda
195,2024,2024-10-06,2611606,Geraldo Tavares Gt,REPUBLICANOS,60,masculino,branca
196,2024,2024-10-06,2611606,Germana Lacerda,PSB,51,feminino,branca
197,2024,2024-10-06,2611606,Gessica Almeida,NOVO,42,feminino,parda
198,2024,2024-10-06,2611606,Gil Tércio,PP,44,feminino,parda
199,2024,2024-10-06,2611606,Gilberto Alves,PRD,59,masculino,parda
200,2024,2024-10-06,2611606,Gilsinho Resenha Juntos,PRD,51,masculino,parda
201,2024,2024-10-06,2611606,Gilson Machado Filho,PL,26,masculino,branca
202,2024,2024-10-06,2611606,Giroldo,PSB,64,masculino,preta
203,2024,2024-10-06,2611606,Goretti Queiroz,REPUBLICANOS,63,feminino,branca
204,2024,2024-10-06,2611606,Gracinha Almeida,PSB,60,feminino,preta
205,2024,2024-10-06,2611606,Graça Vasconcelos Pelo Verde,PV,72,feminino,branca
206,2024,2024-10-06,2611606,Guarda Gentileza,MDB,61,masculino,branca
207,2024,2024-10-06,2611606,Guilherme Xisto,REPUBLICANOS,43,masculino,branca
208,2024,2024-10-06,2611606,Henrique Conde,REPUBLICANOS,69,masculino,branca
209,2024,2024-10-06,2611606,Henrique Roberto,PRD,38,masculino,parda
210,2024,2024-10-06,2611606,Hildeberto Junior,PSD,54,masculino,parda
211,2024,2024-10-06,2611606,Hilton Ribeiro,NOVO,65,masculino,branca
212,2024,2024-10-06,2611606,Hosana Jane,PP,55,feminino,preta
213,2024,2024-10-06,2611606,Hélio Guabiraba,PSB,65,masculino,parda
214,2024,2024-10-06,2611606,Idelvar Vavá,DC,58,masculino,branca
215,2024,2024-10-06,2611606,Igor A Voz Do Povo,PL,47,masculino,parda
216,2024,2024-10-06,2611606,Irmã Angelica,DC,43,feminino,branca
217,2024,2024-10-06,2611606,Irmã Fatima Chagas,MOBILIZA,64,feminino,branca
218,2024,2024-10-06,2611606,Irmã Jailza,MDB,54,feminino,parda
219,2024,2024-10-06,2611606,Irmã Juninha,PSD,52,feminino,preta
220,2024,2024-10-06,2611606,Irmã Neide,AVANTE,54,feminino,branca
221,2024,2024-10-06,2611606,Irmã Socorro,AVANTE,60,feminino,parda
222,2024,2024-10-06,2611606,Irmã Vânia,PL,46,feminino,parda
223,2024,2024-10-06,2611606,Irmã Zélia Nery,REPUBLICANOS,70,feminino,preta
224,2024,2024-10-06,2611606,Irmão Eduardo Caetano,MOBILIZA,51,masculino,branca
225,2024,2024-10-06,2611606,Irmão Josué,REPUBLICANOS,55,masculino,branca
226,2024,2024-10-06,2611606,Irmão Luciano Do Valle,REPUBLICANOS,42,masculino,branca
227,2024,2024-10-06,2611606,Irmão Magno,AVANTE,41,masculino,parda
228,2024,2024-10-06,2611606,Irmão Mailton,PL,56,masculino,parda
229,2024,2024-10-06,2611606,Irmão Nado,PL,55,masculino,preta
230,2024,2024-10-06,2611606,Irmão Paulo,AVANTE,54,masculino,parda
231,2024,2024-10-06,2611606,Irmão Valmir ,MOBILIZA,62,masculino,preta
232,2024,2024-10-06,2611606,Israel Vaz O Amigo Que Faz,REPUBLICANOS,57,masculino,branca
233,2024,2024-10-06,2611606,Ivo Do Armazem,MDB,48,masculino,parda
234,2024,2024-10-06,2611606,Ivonete Nanete,MDB,69,feminino,branca
235,2024,2024-10-06,2611606,Izaias Bahia,PSOL,57,masculino,preta
236,2024,2024-10-06,2611606,Jacques Ribemboim,PSD,64,masculino,branca
237,2024,2024-10-06,2611606,Jairo Metódio,PP,55,masculino,preta
238,2024,2024-10-06,2611606,Jaiza Metódio,MDB,58,feminino,preta
239,2024,2024-10-06,2611606,Jame,PP,42,masculino,parda
240,2024,2024-10-06,2611606,Janailson Ferreira Da Silva,NOVO,41,masculino,parda
241,2024,2024-10-06,2611606,Janaina Nanai,REPUBLICANOS,42,feminino,amarela
242,2024,2024-10-06,2611606,Jaqueline (Mô),PRD,45,feminino,parda
243,2024,2024-10-06,2611606,Jaqueline Azevedo,MOBILIZA,48,feminino,parda
244,2024,2024-10-06,2611606,Jefferson Da Direita,PP,38,masculino,branca
245,2024,2024-10-06,2611606,Jefferson Ordinário,DC,23,masculino,parda
246,2024,2024-10-06,2611606,Jerry Pagodinho,MOBILIZA,58,masculino,parda
247,2024,2024-10-06,2611606,Joao Paulo Lustosa,NOVO,42,masculino,parda
248,2024,2024-10-06,2611606,Joel Do Povo,DC,34,masculino,preta
249,2024,2024-10-06,2611606,Joelma Andrade,PSOL,42,feminino,preta
250,2024,2024-10-06,2611606,Joice Do Entra Apulso,DC,48,feminino,preta
251,2024,2024-10-06,2611606,Jonatas Rosendo,PSDB,43,masculino,parda
252,2024,2024-10-06,2611606,Jorge Enfermeiro,PSD,64,masculino,parda
253,2024,2024-10-06,2611606,Jorge Parafina,PL,62,masculino,branca
254,2024,2024-10-06,2611606,Josafa Alabastro,MOBILIZA,64,masculino,preta
255,2024,2024-10-06,2611606,Joselito Ferreira,PSB,58,masculino,branca
256,2024,2024-10-06,2611606,Josemi Simões,PSB,59,masculino,parda
257,2024,2024-10-06,2611606,Josenildo Teixeira,DC,44,masculino,parda
258,2024,2024-10-06,2611606,Josiane Da Saúde,REPUBLICANOS,43,feminino,branca
259,2024,2024-10-06,2611606,Josuel Do Espirito Santo,PT,34,masculino,parda
260,2024,2024-10-06,2611606,Josué Augusto,PL,66,masculino,parda
261,2024,2024-10-06,2611606,Josy Barbosa,PT,43,feminino,parda
262,2024,2024-10-06,2611606,José Carlos Corredor,PP,72,masculino,parda
263,2024,2024-10-06,2611606,José Da Silva,PCO,42,masculino,branca
264,2024,2024-10-06,2611606,João Carlos Baiano,DC,65,masculino,branca
265,2024,2024-10-06,2611606,João Da Costa,PT,64,masculino,branca
266,2024,2024-10-06,2611606,João De Deus,AVANTE,70,masculino,parda
267,2024,2024-10-06,2611606,João Moraes,PP,62,masculino,branca
268,2024,2024-10-06,2611606,Juliana Enfermeira,SOLIDARIEDADE,41,feminino,parda
269,2024,2024-10-06,2611606,Junior Bocão,PSD,53,masculino,preta
270,2024,2024-10-06,2611606,Junior Pirro,DC,65,masculino,branca
271,2024,2024-10-06,2611606,Jô Cavalcanti,PSOL,42,feminino,preta
272,2024,2024-10-06,2611606,Júnior De Cleto,PSB,45,masculino,branca
273,2024,2024-10-06,2611606,Júnior Di Bria,PSB,35,masculino,parda
274,2024,2024-10-06,2611606,Kal Ferreira,PSB,53,feminino,parda
275,2024,2024-10-06,2611606,Kari Santos,PT,32,feminino,branca
276,2024,2024-10-06,2611606,Karla Sanfoneira,PP,47,feminino,parda
277,2024,2024-10-06,2611606,Lala Renovada,REDE,45,feminino,parda
278,2024,2024-10-06,2611606,Larissa Caló,CIDADANIA,38,feminino,branca
279,2024,2024-10-06,2611606,Leandro Silva,PRD,42,masculino,branca
280,2024,2024-10-06,2611606,Leandro Tenório,PV,43,masculino,parda
281,2024,2024-10-06,2611606,Lelinho Martins,REPUBLICANOS,43,masculino,parda
282,2024,2024-10-06,2611606,Leo Cabeça,PRD,46,masculino,parda
283,2024,2024-10-06,2611606,Leo Frete,MDB,48,masculino,branca
284,2024,2024-10-06,2611606,Leopoldina Silvestre,REDE,52,feminino,branca
285,2024,2024-10-06,2611606,Levi De Eclésio,PP,56,masculino,parda
286,2024,2024-10-06,2611606,Liana Cirne,PT,53,feminino,branca
287,2024,2024-10-06,2611606,Lila Medeiros,NOVO,50,feminino,branca
288,2024,2024-10-06,2611606,Lili Do Caldinho,PRD,38,feminino,parda
289,2024,2024-10-06,2611606,Lito Do Ibura,PL,38,masculino,preta
290,2024,2024-10-06,2611606,Lu Do Pru,REDE,39,feminino,parda
291,2024,2024-10-06,2611606,Luana Consegue,PSOL,26,feminino,preta
292,2024,2024-10-06,2611606,Lucas Junior,MOBILIZA,44,masculino,parda
293,2024,2024-10-06,2611606,Lucas Recife,PV,30,masculino,branca
294,2024,2024-10-06,2611606,Lucia Das Comidinhas,MOBILIZA,63,feminino,parda
295,2024,2024-10-06,2611606,Luciano Brito,MOBILIZA,64,masculino,parda
296,2024,2024-10-06,2611606,Luciano Oliveira Recife,DC,53,masculino,branca
297,2024,2024-10-06,2611606,Luiz Carlos,NOVO,57,masculino,parda
298,2024,2024-10-06,2611606,Luiz Eustaquio,PSB,63,masculino,preta
299,2024,2024-10-06,2611606,Maciel Flores,PP,52,masculino,branca
300,2024,2024-10-06,2611606,Madeira,DC,68,masculino,parda
301,2024,2024-10-06,2611606,Maestro Gil Juntospelacultura,PT,54,masculino,branca
302,2024,2024-10-06,2611606,Maguari,PP,71,masculino,branca
303,2024,2024-10-06,2611606,Mara Tea Da Inclusao,REPUBLICANOS,38,feminino,branca
304,2024,2024-10-06,2611606,Marcelo Da Cooperativa,REPUBLICANOS,54,masculino,parda
305,2024,2024-10-06,2611606,Marcelo Marcelinho,MDB,43,masculino,preta
306,2024,2024-10-06,2611606,Marcelo Rodrigues,PSD,40,masculino,preta
307,2024,2024-10-06,2611606,Marcelo Sobral A Força Do Povo,MDB,47,masculino,preta
308,2024,2024-10-06,2611606,Marcelus Ugiette,PRD,64,masculino,branca
309,2024,2024-10-06,2611606,Marcia Maia,PL,59,feminino,branca
310,2024,2024-10-06,2611606,Marco Aurélio Filho ,PV,35,masculino,branca
311,2024,2024-10-06,2611606,Marco Será,PL,51,masculino,parda
312,2024,2024-10-06,2611606,Marco Smoke,AVANTE,59,masculino,parda
313,2024,2024-10-06,2611606,Marcos Justino,PRD,64,masculino,parda
314,2024,2024-10-06,2611606,Marcos Petts,DC,67,masculino,parda
315,2024,2024-10-06,2611606,Marcão Do Povo,MDB,50,masculino,parda
316,2024,2024-10-06,2611606,Maria Do Céu,PSB,58,feminino,branca
317,2024,2024-10-06,2611606,Maria Flor,PRD,64,feminino,preta
318,2024,2024-10-06,2611606,Maria Pagodinho,PC do B,64,feminino,parda
319,2024,2024-10-06,2611606,Marilene Santos,PSOL,48,feminino,preta
320,2024,2024-10-06,2611606,Marina Souza,MDB,40,feminino,parda
321,2024,2024-10-06,2611606,Mario Brasiliano,NOVO,44,masculino,preta
322,2024,2024-10-06,2611606,Mario Clementino,MOBILIZA,59,masculino,parda
323,2024,2024-10-06,2611606,Mario Pinheiro,AVANTE,68,masculino,parda
324,2024,2024-10-06,2611606,Marlon Henrique,PSD,38,masculino,preta
325,2024,2024-10-06,2611606,Marlon Vieira De Melo,DC,57,masculino,branca
326,2024,2024-10-06,2611606,Mary Da Saúde,PRD,57,feminino,preta
327,2024,2024-10-06,2611606,Mattheus Araujo,NOVO,29,masculino,parda
328,2024,2024-10-06,2611606,Maxmilian Costa,NOVO,44,masculino,parda
329,2024,2024-10-06,2611606,Mecinho Da Pizzaria,REPUBLICANOS,46,masculino,branca
330,2024,2024-10-06,2611606,Mestre Nilton Santos,AVANTE,61,masculino,parda
331,2024,2024-10-06,2611606,Mi,REPUBLICANOS,46,masculino,amarela
332,2024,2024-10-06,2611606,Mila Do Mercado,AVANTE,46,feminino,parda
333,2024,2024-10-06,2611606,Missionária Adriana,DC,51,feminino,parda
334,2024,2024-10-06,2611606,Missionária Mayara,MOBILIZA,27,feminino,preta
335,2024,2024-10-06,2611606,Missionária Rosana Lima,REPUBLICANOS,44,feminino,branca
336,2024,2024-10-06,2611606,Missionário Evaristo Filho,PSD,57,masculino,parda
337,2024,2024-10-06,2611606,Missionário Saulo Ataíde,PL,32,masculino,parda
338,2024,2024-10-06,2611606,Mizael Trindade,PSDB,58,masculino,parda
339,2024,2024-10-06,2611606,Murilo,MDB,64,masculino,branca
340,2024,2024-10-06,2611606,Murilo Vieira,PRD,58,masculino,parda
341,2024,2024-10-06,2611606,Mércia De Malaquias,PL,48,feminino,parda
342,2024,2024-10-06,2611606,Nadelson Leite,MOBILIZA,56,masculino,branca
343,2024,2024-10-06,2611606,Nadilene Ribeiro,REPUBLICANOS,55,feminino,
344,2024,2024-10-06,2611606,Natalia De Menudo,PSB,32,feminino,branca
345,2024,2024-10-06,2611606,Nazaré Silva,PRD,46,feminino,branca
346,2024,2024-10-06,2611606,Neguete Do Povo,MDB,39,masculino,preta
347,2024,2024-10-06,2611606,Negão De Nair,PC do B,45,masculino,preta
348,2024,2024-10-06,2611606,Neide Da Saúde,PSD,43,feminino,branca
