zona,secao,sigla_partido,votos_legenda,votos_nominais
150,379,AVANTE,0,16
150,311,AVANTE,0,1
149,100,AVANTE,0,1
1,229,AVANTE,0,8
7,197,AVANTE,0,3
149,306,AVANTE,0,1
5,458,AVANTE,0,2
4,350,AVANTE,0,9
6,65,AVANTE,0,8
4,7,AVANTE,0,12
7,110,AVANTE,0,10
9,47,AVANTE,0,19
4,213,AVANTE,0,1
150,232,AVANTE,0,13
5,486,AVANTE,0,3
2,433,AVANTE,0,8
6,158,AVANTE,1,5
8,166,AVANTE,0,3
8,173,AVANTE,0,4
8,416,AVANTE,0,7
6,449,AVANTE,0,3
4,368,AVANTE,0,14
3,682,AVANTE,0,8
6,268,AVANTE,0,3
8,403,AVANTE,0,5
5,233,AVANTE,0,3
4,339,AVANTE,0,5
5,39,AVANTE,0,5
9,65,AVANTE,0,8
150,43,AVANTE,1,10
1,221,AVANTE,0,18
149,379,AVANTE,0,5
4,367,AVANTE,0,12
8,7,AVANTE,0,5
150,153,AVANTE,0,6
149,335,AVANTE,0,7
6,263,AVANTE,0,3
7,337,AVANTE,0,10
150,155,AVANTE,0,5
2,390,AVANTE,1,16
6,69,AVANTE,0,4
149,199,AVANTE,0,2
2,438,AVANTE,0,6
8,14,AVANTE,0,2
6,117,AVANTE,0,6
3,39,AVANTE,0,5
149,299,AVANTE,0,8
3,738,AVANTE,0,26
150,301,AVANTE,1,6
1,269,AVANTE,0,4
149,348,AVANTE,1,8
9,200,AVANTE,0,13
9,465,AVANTE,0,13
9,394,AVANTE,0,8
150,208,AVANTE,0,3
6,367,AVANTE,0,6
4,219,AVANTE,1,7
7,302,AVANTE,0,5
1,132,AVANTE,0,12
9,519,AVANTE,0,6
5,175,AVANTE,0,13
6,149,AVANTE,0,4
4,210,AVANTE,1,47
1,39,AVANTE,0,2
6,401,AVANTE,0,5
7,325,AVANTE,0,13
1,421,AVANTE,0,2
8,284,AVANTE,0,11
150,94,AVANTE,0,7
7,112,AVANTE,0,3
2,541,AVANTE,0,6
149,372,AVANTE,0,2
7,331,AVANTE,0,6
4,9,AVANTE,1,7
5,446,AVANTE,0,4
6,360,AVANTE,0,3
2,448,AVANTE,0,1
9,380,AVANTE,0,8
1,433,AVANTE,0,1
149,36,AVANTE,0,4
7,357,AVANTE,0,4
9,236,AVANTE,0,28
8,61,AVANTE,0,3
3,655,AVANTE,0,8
149,440,AVANTE,0,4
8,90,AVANTE,0,3
3,692,AVANTE,0,5
9,444,AVANTE,1,10
2,371,AVANTE,0,3
2,33,AVANTE,0,4
7,246,AVANTE,0,2
8,270,AVANTE,0,6
2,460,AVANTE,1,18
150,356,AVANTE,0,4
6,328,AVANTE,0,5
2,459,AVANTE,0,18
1,223,AVANTE,0,6
7,287,AVANTE,0,5
4,373,AVANTE,0,6
150,93,AVANTE,0,8
150,262,AVANTE,0,10
9,437,AVANTE,0,4
8,59,AVANTE,1,9
4,245,AVANTE,0,9
8,336,AVANTE,0,4
7,26,AVANTE,0,6
150,157,AVANTE,0,4
2,55,AVANTE,1,5
4,338,AVANTE,0,10
8,389,AVANTE,0,12
9,399,AVANTE,1,7
6,392,AVANTE,0,3
149,398,AVANTE,0,7
6,470,AVANTE,0,3
3,590,AVANTE,0,6
1,144,AVANTE,0,7
1,352,AVANTE,0,8
9,422,AVANTE,0,8
5,211,AVANTE,0,9
2,82,AVANTE,0,4
5,460,AVANTE,0,6
149,31,AVANTE,0,3
9,350,AVANTE,0,6
149,259,AVANTE,0,5
4,332,AVANTE,0,11
3,235,AVANTE,1,9
2,404,AVANTE,0,19
1,334,AVANTE,1,7
7,301,AVANTE,0,13
3,778,AVANTE,0,8
1,120,AVANTE,0,2
1,93,AVANTE,0,2
2,377,AVANTE,0,8
9,518,AVANTE,0,7
150,185,AVANTE,0,1
9,366,AVANTE,0,14
6,412,AVANTE,0,7
7,209,AVANTE,0,7
149,69,AVANTE,0,3
150,253,AVANTE,0,6
7,48,AVANTE,0,7
149,295,AVANTE,0,5
150,13,AVANTE,1,11
4,282,AVANTE,0,8
1,340,AVANTE,0,3
8,167,AVANTE,0,4
7,363,AVANTE,0,6
9,453,AVANTE,0,14
6,437,AVANTE,0,5
8,402,AVANTE,0,12
2,102,AVANTE,0,3
6,215,AVANTE,0,9
1,297,AVANTE,0,3
3,315,AVANTE,0,13
4,105,AVANTE,0,23
3,638,AVANTE,0,15
150,314,AVANTE,0,2
3,460,AVANTE,0,39
3,599,AVANTE,0,4
4,310,AVANTE,0,9
5,66,AVANTE,0,5
2,450,AVANTE,0,6
8,279,AVANTE,0,10
2,35,AVANTE,0,9
2,422,AVANTE,0,4
9,469,AVANTE,0,5
4,333,AVANTE,0,11
9,404,AVANTE,1,14
9,365,AVANTE,1,6
8,194,AVANTE,1,8
7,352,AVANTE,0,13
4,229,AVANTE,0,11
6,424,AVANTE,0,9
2,491,AVANTE,0,18
9,369,AVANTE,0,14
5,219,AVANTE,0,4
7,218,AVANTE,0,2
9,528,AVANTE,0,9
7,54,AVANTE,0,2
5,210,AVANTE,0,5
7,445,AVANTE,0,6
6,404,AVANTE,1,2
5,132,AVANTE,0,10
150,136,AVANTE,0,6
4,208,AVANTE,0,4
6,361,AVANTE,0,6
4,66,AVANTE,0,43
3,42,AVANTE,0,8
2,504,AVANTE,0,6
2,457,AVANTE,0,17
9,19,AVANTE,0,27
7,378,AVANTE,0,1
4,268,AVANTE,0,5
150,310,AVANTE,0,9
150,329,AVANTE,0,4
3,772,AVANTE,0,9
150,51,AVANTE,0,5
1,370,AVANTE,0,3
6,425,AVANTE,0,8
4,203,AVANTE,1,33
6,422,AVANTE,0,8
3,621,AVANTE,0,5
3,805,AVANTE,0,2
4,233,AVANTE,0,9
2,392,AVANTE,0,16
150,305,AVANTE,0,7
3,686,AVANTE,0,3
149,271,AVANTE,0,1
8,137,AVANTE,0,15
6,369,AVANTE,0,10
7,106,AVANTE,0,1
5,497,AVANTE,1,0
150,97,AVANTE,0,9
2,425,AVANTE,0,7
3,728,AVANTE,0,2
150,170,AVANTE,0,3
5,442,AVANTE,0,3
150,246,AVANTE,0,5
4,231,AVANTE,0,2
4,161,AVANTE,0,10
3,289,AVANTE,0,17
9,8,AVANTE,0,9
8,234,AVANTE,0,8
1,338,AVANTE,0,4
150,95,AVANTE,0,12
8,273,AVANTE,0,7
149,439,AVANTE,0,4
8,79,AVANTE,1,10
4,306,AVANTE,0,13
9,516,AVANTE,0,7
2,337,AVANTE,0,1
8,63,AVANTE,0,5
4,86,AVANTE,0,39
150,348,AVANTE,0,7
6,357,AVANTE,0,4
7,387,AVANTE,0,3
9,504,AVANTE,0,7
1,301,AVANTE,0,20
8,275,AVANTE,1,8
1,354,AVANTE,0,1
2,494,AVANTE,1,10
8,295,AVANTE,0,6
5,413,AVANTE,0,4
3,751,AVANTE,0,9
3,623,AVANTE,0,7
8,232,AVANTE,0,3
5,380,AVANTE,0,3
7,292,AVANTE,0,5
9,60,AVANTE,0,11
6,53,AVANTE,0,10
8,200,AVANTE,0,7
1,238,AVANTE,0,5
5,473,AVANTE,0,3
9,173,AVANTE,0,8
6,124,AVANTE,0,14
1,210,AVANTE,0,3
149,381,AVANTE,0,5
5,511,AVANTE,0,4
149,252,AVANTE,0,5
2,551,AVANTE,0,26
2,475,AVANTE,1,6
1,425,AVANTE,0,4
149,66,AVANTE,0,6
8,52,AVANTE,0,3
8,372,AVANTE,0,13
2,156,AVANTE,0,5
6,31,AVANTE,0,3
4,185,AVANTE,0,42
7,295,AVANTE,0,8
3,695,AVANTE,0,12
150,145,AVANTE,0,8
8,218,AVANTE,0,3
9,466,AVANTE,0,4
4,250,AVANTE,0,14
5,65,AVANTE,0,4
6,273,AVANTE,0,5
3,591,AVANTE,0,7
7,53,AVANTE,0,7
9,234,AVANTE,0,14
3,702,AVANTE,0,7
1,227,AVANTE,0,2
1,252,AVANTE,0,9
5,437,AVANTE,0,3
1,350,AVANTE,0,2
4,85,AVANTE,1,54
1,118,AVANTE,1,5
8,193,AVANTE,0,3
7,322,AVANTE,0,1
6,15,AVANTE,0,4
3,697,AVANTE,0,3
150,278,AVANTE,0,8
2,260,AVANTE,0,4
2,533,AVANTE,0,2
3,647,AVANTE,1,26
7,420,AVANTE,0,22
150,212,AVANTE,0,8
3,44,AVANTE,0,4
5,185,AVANTE,0,8
7,310,AVANTE,0,7
6,427,AVANTE,0,5
4,301,AVANTE,0,5
8,332,AVANTE,0,6
7,6,AVANTE,0,7
3,309,AVANTE,0,11
150,323,AVANTE,0,3
7,266,AVANTE,0,5
149,377,AVANTE,0,6
9,287,AVANTE,0,24
7,261,AVANTE,0,4
8,399,AVANTE,0,5
7,108,AVANTE,0,4
149,48,AVANTE,0,5
149,8,AVANTE,0,6
6,203,AVANTE,0,12
5,184,AVANTE,0,7
1,282,AVANTE,0,3
9,14,AVANTE,1,26
4,221,AVANTE,0,6
3,776,AVANTE,0,7
150,99,AVANTE,0,8
7,374,AVANTE,0,5
4,69,AVANTE,0,52
150,277,AVANTE,0,6
2,72,AVANTE,0,1
8,312,AVANTE,0,13
5,205,AVANTE,0,6
5,372,AVANTE,0,1
2,386,AVANTE,0,5
3,224,AVANTE,0,21
1,345,AVANTE,0,12
8,408,AVANTE,0,6
3,755,AVANTE,0,9
6,378,AVANTE,0,5
4,35,AVANTE,0,3
9,260,AVANTE,0,24
6,270,AVANTE,0,11
2,356,AVANTE,0,8
8,351,AVANTE,0,16
4,259,AVANTE,1,3
3,750,AVANTE,0,6
150,213,AVANTE,0,8
7,23,AVANTE,0,9
150,22,AVANTE,1,16
150,149,AVANTE,0,4
5,443,AVANTE,0,5
149,270,AVANTE,0,5
8,256,AVANTE,2,5
4,67,AVANTE,0,44
3,628,AVANTE,0,4
7,168,AVANTE,0,6
149,362,AVANTE,0,2
6,14,AVANTE,0,7
7,259,AVANTE,1,13
4,102,AVANTE,0,59
5,488,AVANTE,0,5
2,65,AVANTE,0,4
150,88,AVANTE,0,7
9,413,AVANTE,0,13
8,330,AVANTE,0,12
6,115,AVANTE,0,7
6,39,AVANTE,0,5
150,177,AVANTE,0,6
1,245,AVANTE,0,16
7,416,AVANTE,0,7
4,349,AVANTE,1,9
5,493,AVANTE,0,6
8,221,AVANTE,0,15
150,229,AVANTE,0,7
150,124,AVANTE,0,15
149,334,AVANTE,0,5
2,353,AVANTE,0,8
7,323,AVANTE,0,6
2,488,AVANTE,0,8
150,268,AVANTE,0,9
9,176,AVANTE,3,12
7,320,AVANTE,0,12
3,803,AVANTE,0,4
9,20,AVANTE,0,19
4,249,AVANTE,0,15
150,367,AVANTE,0,14
7,49,AVANTE,0,7
7,222,AVANTE,0,4
3,438,AVANTE,1,37
149,119,AVANTE,0,3
150,377,AVANTE,0,7
8,366,AVANTE,0,15
3,674,AVANTE,0,2
2,41,AVANTE,0,3
149,250,AVANTE,0,4
2,375,AVANTE,0,16
149,10,AVANTE,0,2
9,474,AVANTE,0,2
9,188,AVANTE,0,26
6,389,AVANTE,0,4
6,312,AVANTE,0,10
1,445,AVANTE,0,5
3,585,AVANTE,0,5
4,212,AVANTE,0,8
149,103,AVANTE,0,2
150,291,AVANTE,0,5
3,371,AVANTE,0,8
8,333,AVANTE,0,4
3,588,AVANTE,0,4
1,335,AVANTE,0,7
149,373,AVANTE,0,5
150,219,AVANTE,0,14
1,330,AVANTE,0,8
9,515,AVANTE,0,15
2,350,AVANTE,0,1
149,388,AVANTE,0,4
3,646,AVANTE,1,26
2,387,AVANTE,0,21
4,5,AVANTE,0,13
9,534,AVANTE,0,7
4,51,AVANTE,0,2
8,119,AVANTE,0,3
9,167,AVANTE,0,10
8,211,AVANTE,0,6
150,21,AVANTE,1,13
9,391,AVANTE,0,8
149,61,AVANTE,0,3
3,227,AVANTE,0,34
149,409,AVANTE,0,6
9,61,AVANTE,0,8
7,313,AVANTE,0,10
1,314,AVANTE,0,4
5,409,AVANTE,0,5
1,417,AVANTE,0,2
2,523,AVANTE,0,8
150,245,AVANTE,0,10
5,32,AVANTE,0,4
6,226,AVANTE,0,6
1,358,AVANTE,0,8
5,504,AVANTE,0,7
8,245,AVANTE,0,12
3,677,AVANTE,0,7
8,394,AVANTE,0,9
9,12,AVANTE,0,16
6,402,AVANTE,0,7
149,261,AVANTE,0,5
4,77,AVANTE,0,47
149,240,AVANTE,1,2
9,423,AVANTE,0,4
5,12,AVANTE,0,5
5,523,AVANTE,0,1
150,222,AVANTE,0,5
7,274,AVANTE,1,6
149,365,AVANTE,0,5
8,83,AVANTE,0,4
5,52,AVANTE,0,11
149,363,AVANTE,0,5
1,149,AVANTE,0,8
8,280,AVANTE,0,13
8,319,AVANTE,0,4
1,416,AVANTE,0,7
5,514,AVANTE,0,3
9,313,AVANTE,1,16
7,195,AVANTE,0,18
3,722,AVANTE,0,3
4,263,AVANTE,0,6
8,185,AVANTE,1,11
3,741,AVANTE,0,20
6,216,AVANTE,0,2
9,363,AVANTE,1,10
3,718,AVANTE,0,1
8,315,AVANTE,0,7
2,540,AVANTE,0,2
1,310,AVANTE,0,11
7,424,AVANTE,0,23
6,34,AVANTE,0,5
149,216,AVANTE,0,3
1,134,AVANTE,0,8
1,72,AVANTE,0,4
149,32,AVANTE,0,4
3,734,AVANTE,1,48
7,381,AVANTE,0,2
1,317,AVANTE,0,2
9,424,AVANTE,0,6
9,507,AVANTE,0,6
150,100,AVANTE,0,9
4,10,AVANTE,0,3
4,33,AVANTE,0,6
3,578,AVANTE,0,3
9,246,AVANTE,0,24
8,317,AVANTE,0,8
6,162,AVANTE,0,2
5,408,AVANTE,0,1
8,78,AVANTE,0,9
1,58,AVANTE,0,5
149,109,AVANTE,0,2
149,369,AVANTE,1,7
150,230,AVANTE,0,3
7,32,AVANTE,0,12
2,484,AVANTE,0,3
2,384,AVANTE,0,6
4,201,AVANTE,1,37
9,62,AVANTE,0,11
1,296,AVANTE,0,14
9,210,AVANTE,1,25
149,116,AVANTE,0,6
4,222,AVANTE,0,9
8,117,AVANTE,0,5
9,238,AVANTE,1,12
3,612,AVANTE,0,5
2,71,AVANTE,0,5
149,355,AVANTE,0,14
9,449,AVANTE,0,3
5,371,AVANTE,0,3
150,184,AVANTE,1,2
1,398,AVANTE,0,3
1,374,AVANTE,0,4
6,426,AVANTE,0,9
150,39,AVANTE,0,8
8,227,AVANTE,0,4
2,505,AVANTE,0,3
2,445,AVANTE,1,5
150,308,AVANTE,0,7
4,239,AVANTE,0,11
7,188,AVANTE,0,8
1,274,AVANTE,0,3
8,222,AVANTE,0,3
150,313,AVANTE,1,7
9,397,AVANTE,0,7
4,44,AVANTE,0,5
2,317,AVANTE,0,6
5,508,AVANTE,0,10
9,396,AVANTE,0,6
8,263,AVANTE,0,11
2,83,AVANTE,0,8
4,190,AVANTE,1,39
7,360,AVANTE,0,6
9,477,AVANTE,0,4
150,239,AVANTE,0,11
3,749,AVANTE,0,8
3,808,AVANTE,0,3
9,195,AVANTE,0,21
5,498,AVANTE,0,3
149,3,AVANTE,0,3
6,398,AVANTE,0,2
6,457,AVANTE,0,6
149,446,AVANTE,0,5
3,658,AVANTE,0,13
7,219,AVANTE,0,2
150,187,AVANTE,0,2
149,2,AVANTE,0,1
3,218,AVANTE,0,6
9,353,AVANTE,0,7
2,444,AVANTE,0,4
7,241,AVANTE,0,8
8,5,AVANTE,0,4
2,536,AVANTE,0,6
4,98,AVANTE,0,17
8,125,AVANTE,0,16
8,306,AVANTE,1,9
3,434,AVANTE,0,3
6,208,AVANTE,0,4
7,104,AVANTE,1,7
1,197,AVANTE,0,11
9,395,AVANTE,0,5
4,32,AVANTE,0,4
8,191,AVANTE,0,7
1,403,AVANTE,0,2
2,544,AVANTE,0,3
9,471,AVANTE,0,4
2,349,AVANTE,0,4
3,717,AVANTE,0,30
3,594,AVANTE,0,6
149,60,AVANTE,0,4
6,157,AVANTE,0,6
4,294,AVANTE,0,4
5,510,AVANTE,0,39
2,513,AVANTE,0,9
3,711,AVANTE,2,7
9,406,AVANTE,0,5
6,170,AVANTE,1,4
150,12,AVANTE,0,17
7,306,AVANTE,1,7
4,283,AVANTE,0,12
3,627,AVANTE,0,6
2,370,AVANTE,1,7
4,163,AVANTE,0,10
5,209,AVANTE,0,9
6,284,AVANTE,0,1
6,416,AVANTE,0,5
8,92,AVANTE,0,5
5,229,AVANTE,1,43
4,230,AVANTE,0,6
5,381,AVANTE,0,3
7,148,AVANTE,0,5
2,468,AVANTE,0,8
8,183,AVANTE,0,4
3,493,AVANTE,0,13
6,269,AVANTE,0,8
2,58,AVANTE,0,1
2,374,AVANTE,1,13
1,147,AVANTE,0,11
8,158,AVANTE,0,5
149,294,AVANTE,0,5
149,44,AVANTE,0,2
4,286,AVANTE,0,4
2,322,AVANTE,0,4
3,721,AVANTE,0,4
8,91,AVANTE,0,3
6,160,AVANTE,0,2
149,367,AVANTE,0,7
5,392,AVANTE,0,2
150,256,AVANTE,0,20
2,60,AVANTE,0,6
150,127,AVANTE,0,9
2,407,AVANTE,0,23
3,651,AVANTE,1,38
150,235,AVANTE,1,9
3,661,AVANTE,0,20
3,603,AVANTE,0,7
150,227,AVANTE,0,5
3,204,AVANTE,0,13
2,78,AVANTE,0,2
6,239,AVANTE,0,2
3,671,AVANTE,0,4
7,46,AVANTE,1,8
5,194,AVANTE,0,9
149,342,AVANTE,0,5
5,439,AVANTE,0,6
5,481,AVANTE,0,2
6,259,AVANTE,0,9
3,765,AVANTE,0,3
149,18,AVANTE,0,1
9,209,AVANTE,0,9
4,205,AVANTE,0,6
5,236,AVANTE,1,8
3,684,AVANTE,0,9
6,119,AVANTE,0,4
3,763,AVANTE,0,10
1,34,AVANTE,0,3
5,519,AVANTE,0,1
3,656,AVANTE,0,9
4,256,AVANTE,0,7
9,382,AVANTE,0,5
3,724,AVANTE,0,1
5,147,AVANTE,0,50
2,482,AVANTE,0,8
149,54,AVANTE,0,4
4,345,AVANTE,1,8
3,679,AVANTE,0,4
7,24,AVANTE,0,10
5,41,AVANTE,0,3
2,476,AVANTE,0,7
150,355,AVANTE,0,3
6,71,AVANTE,0,6
9,221,AVANTE,0,18
6,438,AVANTE,0,5
2,62,AVANTE,0,1
150,274,AVANTE,1,21
5,49,AVANTE,0,6
7,60,AVANTE,0,8
150,331,AVANTE,0,5
8,268,AVANTE,0,9
9,174,AVANTE,0,7
1,180,AVANTE,0,14
1,329,AVANTE,1,1
1,373,AVANTE,0,6
149,107,AVANTE,0,3
1,428,AVANTE,0,6
1,331,AVANTE,0,3
150,141,AVANTE,1,5
3,811,AVANTE,0,4
1,64,AVANTE,0,4
5,34,AVANTE,0,5
3,305,AVANTE,0,6
149,39,AVANTE,0,3
4,55,AVANTE,0,2
8,250,AVANTE,0,9
2,471,AVANTE,0,11
6,350,AVANTE,0,4
8,301,AVANTE,0,1
7,362,AVANTE,0,8
149,211,AVANTE,0,3
4,327,AVANTE,0,14
9,299,AVANTE,1,17
9,57,AVANTE,0,9
5,426,AVANTE,0,2
150,132,AVANTE,0,3
6,221,AVANTE,0,5
4,302,AVANTE,0,17
7,186,AVANTE,0,11
9,273,AVANTE,1,13
2,429,AVANTE,0,7
150,117,AVANTE,0,14
6,478,AVANTE,0,6
4,157,AVANTE,0,6
9,513,AVANTE,0,10
4,107,AVANTE,0,11
4,329,AVANTE,0,10
6,36,AVANTE,0,6
3,707,AVANTE,0,3
1,97,AVANTE,0,6
149,454,AVANTE,0,2
6,67,AVANTE,0,6
3,237,AVANTE,0,17
149,287,AVANTE,0,1
6,388,AVANTE,0,4
7,394,AVANTE,0,4
8,329,AVANTE,0,13
1,292,AVANTE,0,2
7,317,AVANTE,0,3
150,139,AVANTE,0,2
3,317,AVANTE,0,20
1,386,AVANTE,0,5
2,538,AVANTE,0,6
5,430,AVANTE,1,6
1,347,AVANTE,0,13
1,231,AVANTE,1,15
149,67,AVANTE,0,2
3,781,AVANTE,0,4
1,303,AVANTE,0,1
1,430,AVANTE,0,7
1,151,AVANTE,0,1
1,393,AVANTE,0,7
150,302,AVANTE,0,10
150,131,AVANTE,0,6
9,345,AVANTE,0,11
9,285,AVANTE,0,20
1,287,AVANTE,0,5
9,508,AVANTE,0,2
2,441,AVANTE,0,6
149,234,AVANTE,0,5
6,10,AVANTE,0,6
150,376,AVANTE,0,22
150,176,AVANTE,0,5
4,199,AVANTE,1,49
3,426,AVANTE,1,14
8,367,AVANTE,0,9
4,100,AVANTE,0,14
4,316,AVANTE,0,15
4,1,AVANTE,0,7
5,454,AVANTE,0,3
4,279,AVANTE,1,13
9,22,AVANTE,1,18
150,148,AVANTE,0,5
6,161,AVANTE,0,11
149,52,AVANTE,0,1
5,84,AVANTE,0,9
2,492,AVANTE,0,14
8,68,AVANTE,0,7
6,471,AVANTE,0,3
9,359,AVANTE,0,15
6,441,AVANTE,0,3
2,440,AVANTE,0,8
5,54,AVANTE,0,4
3,699,AVANTE,1,3
9,472,AVANTE,0,4
7,59,AVANTE,0,10
7,196,AVANTE,0,8
4,46,AVANTE,0,1
5,453,AVANTE,0,2
2,451,AVANTE,0,4
1,96,AVANTE,0,3
1,75,AVANTE,0,4
150,195,AVANTE,0,4
149,397,AVANTE,0,8
6,472,AVANTE,0,3
6,325,AVANTE,0,6
6,411,AVANTE,0,5
5,390,AVANTE,0,4
1,294,AVANTE,0,2
149,123,AVANTE,0,3
6,462,AVANTE,0,3
9,509,AVANTE,0,5
7,383,AVANTE,0,2
3,769,AVANTE,0,7
149,269,AVANTE,0,2
2,38,AVANTE,0,10
150,257,AVANTE,0,12
2,547,AVANTE,0,35
9,78,AVANTE,1,22
2,548,AVANTE,0,28
7,56,AVANTE,0,4
7,442,AVANTE,0,4
150,15,AVANTE,0,21
7,283,AVANTE,0,12
150,340,AVANTE,0,4
3,706,AVANTE,0,5
5,15,AVANTE,0,6
5,524,AVANTE,0,5
8,405,AVANTE,0,9
3,743,AVANTE,0,24
1,32,AVANTE,0,6
2,464,AVANTE,1,11
6,48,AVANTE,0,4
149,315,AVANTE,0,7
2,403,AVANTE,1,19
149,441,AVANTE,0,6
149,40,AVANTE,0,3
7,355,AVANTE,1,4
2,336,AVANTE,0,8
150,362,AVANTE,0,3
3,644,AVANTE,0,15
149,378,AVANTE,0,5
8,164,AVANTE,0,4
6,403,AVANTE,0,7
1,196,AVANTE,0,18
8,305,AVANTE,0,3
9,171,AVANTE,0,7
4,346,AVANTE,1,10
3,794,AVANTE,0,26
2,373,AVANTE,0,12
9,481,AVANTE,0,4
150,206,AVANTE,0,3
7,326,AVANTE,1,7
7,284,AVANTE,0,3
3,477,AVANTE,0,7
149,50,AVANTE,0,2
3,191,AVANTE,1,22
5,56,AVANTE,0,8
2,66,AVANTE,0,7
9,496,AVANTE,0,10
5,433,AVANTE,0,3
9,541,AVANTE,0,24
150,214,AVANTE,0,29
4,325,AVANTE,1,14
4,149,AVANTE,2,51
5,465,AVANTE,0,5
3,663,AVANTE,0,24
150,326,AVANTE,0,2
1,362,AVANTE,0,4
8,126,AVANTE,0,22
4,150,AVANTE,0,5
149,428,AVANTE,0,3
150,211,AVANTE,0,8
149,414,AVANTE,0,6
149,433,AVANTE,0,6
150,290,AVANTE,0,11
149,426,AVANTE,0,6
9,533,AVANTE,0,9
5,222,AVANTE,0,9
9,487,AVANTE,0,7
5,10,AVANTE,0,8
6,164,AVANTE,0,1
3,598,AVANTE,0,5
5,188,AVANTE,0,7
7,324,AVANTE,0,6
4,284,AVANTE,0,4
8,358,AVANTE,1,8
149,1,AVANTE,0,4
9,500,AVANTE,0,10
1,457,AVANTE,0,5
8,272,AVANTE,0,7
8,290,AVANTE,0,8
3,672,AVANTE,0,6
3,616,AVANTE,0,7
7,456,AVANTE,0,5
4,134,AVANTE,0,2
4,369,AVANTE,0,9
6,418,AVANTE,1,5
4,336,AVANTE,0,9
2,486,AVANTE,0,13
3,617,AVANTE,0,8
149,72,AVANTE,0,3
2,525,AVANTE,0,5
7,453,AVANTE,0,3
3,812,AVANTE,1,39
2,329,AVANTE,0,7
5,478,AVANTE,0,5
8,123,AVANTE,0,4
150,248,AVANTE,0,5
8,230,AVANTE,1,3
2,508,AVANTE,0,6
3,600,AVANTE,0,5
9,529,AVANTE,0,12
6,125,AVANTE,0,8
5,373,AVANTE,0,1
6,41,AVANTE,0,2
1,113,AVANTE,0,1
2,278,AVANTE,0,8
149,223,AVANTE,0,8
1,253,AVANTE,0,9
7,356,AVANTE,0,2
5,391,AVANTE,0,2
9,520,AVANTE,0,7
5,389,AVANTE,0,3
3,670,AVANTE,0,6
8,70,AVANTE,0,6
4,193,AVANTE,0,8
3,757,AVANTE,0,9
1,306,AVANTE,0,15
4,295,AVANTE,0,12
6,396,AVANTE,0,7
150,26,AVANTE,0,16
5,470,AVANTE,0,2
2,277,AVANTE,0,7
9,464,AVANTE,1,12
3,423,AVANTE,0,8
4,114,AVANTE,0,8
1,71,AVANTE,0,3
6,74,AVANTE,0,5
8,302,AVANTE,0,4
7,286,AVANTE,0,5
2,502,AVANTE,0,4
1,450,AVANTE,0,2
149,37,AVANTE,0,5
150,259,AVANTE,0,11
150,47,AVANTE,0,3
149,239,AVANTE,0,3
5,9,AVANTE,1,2
4,209,AVANTE,0,5
1,397,AVANTE,1,1
3,443,AVANTE,0,13
3,736,AVANTE,1,25
4,353,AVANTE,0,9
1,178,AVANTE,0,10
4,59,AVANTE,0,14
1,122,AVANTE,0,1
5,431,AVANTE,0,2
6,421,AVANTE,0,6
2,416,AVANTE,1,26
8,390,AVANTE,0,17
2,434,AVANTE,0,6
150,178,AVANTE,0,3
2,76,AVANTE,0,3
3,381,AVANTE,1,14
1,60,AVANTE,0,2
2,531,AVANTE,0,4
3,286,AVANTE,0,15
2,414,AVANTE,1,19
9,385,AVANTE,0,11
1,349,AVANTE,0,10
1,389,AVANTE,0,3
2,157,AVANTE,0,2
8,318,AVANTE,1,4
8,269,AVANTE,0,9
5,410,AVANTE,0,7
7,466,AVANTE,0,9
9,321,AVANTE,0,17
7,398,AVANTE,0,1
9,9,AVANTE,0,8
8,282,AVANTE,0,13
6,376,AVANTE,0,4
8,299,AVANTE,0,5
8,4,AVANTE,0,2
150,360,AVANTE,0,3
4,216,AVANTE,0,1
8,219,AVANTE,0,7
149,368,AVANTE,0,4
5,482,AVANTE,0,4
4,189,AVANTE,0,6
150,242,AVANTE,0,6
6,322,AVANTE,0,10
7,138,AVANTE,0,7
6,461,AVANTE,0,4
149,59,AVANTE,0,1
5,467,AVANTE,0,3
4,312,AVANTE,1,11
6,474,AVANTE,0,4
149,249,AVANTE,0,3
150,138,AVANTE,0,2
9,346,AVANTE,0,8
149,343,AVANTE,0,7
3,607,AVANTE,0,4
3,668,AVANTE,0,3
149,56,AVANTE,0,3
6,18,AVANTE,0,16
3,625,AVANTE,0,6
4,140,AVANTE,0,12
7,181,AVANTE,0,1
150,163,AVANTE,0,4
149,303,AVANTE,0,11
150,372,AVANTE,0,2
9,443,AVANTE,0,4
3,719,AVANTE,0,3
3,378,AVANTE,0,8
150,241,AVANTE,0,20
150,27,AVANTE,0,12
150,121,AVANTE,0,12
149,371,AVANTE,0,3
2,398,AVANTE,0,4
3,725,AVANTE,0,4
8,379,AVANTE,1,14
4,355,AVANTE,0,6
8,355,AVANTE,0,12
9,45,AVANTE,0,13
2,99,AVANTE,0,4
7,418,AVANTE,0,15
7,251,AVANTE,0,11
149,394,AVANTE,0,7
4,96,AVANTE,1,12
150,31,AVANTE,0,16
9,485,AVANTE,0,14
8,323,AVANTE,0,8
149,318,AVANTE,0,2
7,304,AVANTE,0,4
7,107,AVANTE,0,9
6,439,AVANTE,0,5
150,11,AVANTE,0,12
6,66,AVANTE,0,12
3,189,AVANTE,1,15
8,262,AVANTE,0,14
7,3,AVANTE,1,9
5,139,AVANTE,0,21
