zona,secao,sigla_partido,votos_legenda,votos_nominais
2,317,PT,0,20
8,121,PT,2,24
8,357,PT,0,21
8,65,PT,2,26
1,405,PT,1,7
149,299,PT,0,18
2,443,PT,1,16
2,493,PT,0,11
2,72,PT,0,12
3,199,PT,1,11
3,224,PT,1,11
5,32,PT,0,39
6,421,PT,0,13
7,147,PT,1,23
9,176,PT,0,12
1,389,PT,1,17
1,69,PT,1,27
8,325,PT,0,21
8,132,PT,3,36
8,352,PT,0,17
6,169,PT,1,15
5,89,PT,2,18
5,165,PT,0,9
8,378,PT,0,16
8,303,PT,2,14
5,147,PT,0,11
2,55,PT,0,8
1,362,PT,3,13
1,258,PT,1,34
3,642,PT,1,5
2,38,PT,1,16
1,426,PT,2,20
1,293,PT,0,21
4,342,PT,0,19
9,494,PT,1,5
9,501,PT,0,10
3,641,PT,0,13
4,88,PT,0,32
4,32,PT,2,17
1,411,PT,0,18
1,296,PT,0,29
150,314,PT,0,14
1,444,PT,1,18
2,154,PT,0,12
8,358,PT,0,18
5,157,PT,0,9
3,636,PT,0,10
4,309,PT,0,22
9,371,PT,0,9
7,361,PT,4,27
7,347,PT,1,25
4,223,PT,1,27
9,396,PT,0,10
7,222,PT,1,20
9,381,PT,0,13
8,126,PT,1,27
7,462,PT,3,38
5,38,PT,0,23
150,372,PT,0,12
1,138,PT,1,25
8,395,PT,1,16
6,304,PT,3,16
1,330,PT,1,15
6,457,PT,3,26
9,356,PT,0,8
5,278,PT,0,8
149,221,PT,1,22
6,313,PT,0,24
2,473,PT,1,10
149,10,PT,1,24
4,140,PT,3,29
1,227,PT,2,13
149,319,PT,0,7
1,332,PT,3,26
150,242,PT,0,10
8,263,PT,0,10
5,386,PT,0,17
4,273,PT,1,29
3,718,PT,1,13
150,217,PT,2,27
1,185,PT,1,27
149,101,PT,1,11
6,9,PT,0,26
3,757,PT,3,20
4,259,PT,0,15
4,10,PT,1,24
149,62,PT,0,16
1,183,PT,0,19
6,350,PT,0,8
5,152,PT,0,11
7,386,PT,1,11
4,233,PT,0,8
5,65,PT,1,24
150,123,PT,0,39
150,277,PT,1,26
9,527,PT,0,10
8,397,PT,0,22
4,308,PT,0,20
2,348,PT,1,16
150,323,PT,1,12
1,38,PT,1,21
150,150,PT,1,20
1,155,PT,0,21
149,310,PT,0,8
149,66,PT,2,9
1,275,PT,1,22
2,344,PT,1,25
150,250,PT,0,38
1,142,PT,0,23
150,63,PT,0,19
149,5,PT,3,25
149,123,PT,0,15
2,157,PT,0,19
1,64,PT,1,18
150,163,PT,1,22
150,133,PT,1,8
149,53,PT,2,26
149,330,PT,0,4
1,135,PT,0,20
150,213,PT,1,20
150,169,PT,0,11
1,447,PT,1,30
150,128,PT,0,35
1,311,PT,1,15
2,398,PT,0,16
150,223,PT,0,38
1,417,PT,1,16
1,111,PT,2,8
6,211,PT,0,10
5,36,PT,1,34
4,237,PT,0,10
1,294,PT,1,22
1,179,PT,0,30
4,317,PT,1,15
3,640,PT,1,16
2,431,PT,0,21
150,24,PT,1,39
149,404,PT,0,10
149,30,PT,1,18
1,299,PT,0,4
149,325,PT,1,8
1,114,PT,0,3
150,34,PT,0,24
1,400,PT,2,8
149,438,PT,3,9
149,119,PT,1,15
1,456,PT,4,37
149,302,PT,1,13
1,204,PT,1,28
150,302,PT,0,18
149,311,PT,1,9
150,94,PT,0,17
150,330,PT,0,16
1,59,PT,0,25
1,270,PT,2,29
150,321,PT,3,13
149,268,PT,2,23
1,55,PT,1,23
1,247,PT,2,26
3,635,PT,0,18
7,423,PT,0,23
6,423,PT,0,9
3,700,PT,1,27
8,396,PT,0,10
7,364,PT,3,43
7,148,PT,1,24
4,340,PT,0,28
9,251,PT,1,15
5,67,PT,1,22
4,231,PT,2,18
5,445,PT,2,17
5,265,PT,0,24
7,287,PT,1,49
6,221,PT,2,10
5,31,PT,1,31
4,85,PT,1,30
9,375,PT,1,15
6,435,PT,2,37
3,712,PT,0,15
3,45,PT,0,8
9,336,PT,1,11
6,389,PT,0,6
5,522,PT,0,2
6,163,PT,1,12
5,11,PT,3,16
4,89,PT,1,42
3,220,PT,1,15
5,512,PT,2,21
7,245,PT,2,29
5,416,PT,2,46
9,464,PT,0,4
5,436,PT,3,15
5,385,PT,0,13
4,206,PT,1,15
9,44,PT,0,13
5,430,PT,0,26
8,399,PT,0,11
6,470,PT,0,10
2,63,PT,0,11
8,117,PT,1,29
8,137,PT,2,20
7,288,PT,0,30
6,310,PT,0,15
3,218,PT,0,19
7,322,PT,1,35
6,49,PT,0,5
6,386,PT,0,14
5,426,PT,1,4
4,344,PT,0,29
2,503,PT,0,15
8,156,PT,1,18
4,288,PT,2,25
3,685,PT,0,38
9,520,PT,0,6
9,333,PT,0,10
9,317,PT,1,22
3,54,PT,1,9
4,60,PT,1,28
7,59,PT,2,44
3,627,PT,1,13
4,138,PT,1,19
8,3,PT,0,29
9,260,PT,1,15
9,421,PT,1,3
9,451,PT,0,8
5,257,PT,0,20
9,351,PT,0,11
2,438,PT,0,10
3,701,PT,1,26
2,494,PT,0,5
7,203,PT,1,19
9,285,PT,0,15
2,417,PT,0,8
3,711,PT,0,5
3,764,PT,1,16
7,103,PT,0,37
8,1,PT,3,21
2,448,PT,0,19
6,156,PT,0,11
8,306,PT,1,21
2,512,PT,3,21
6,112,PT,1,15
6,279,PT,0,9
8,5,PT,2,24
9,250,PT,0,18
3,678,PT,1,15
7,358,PT,0,41
3,619,PT,1,13
5,294,PT,0,13
5,61,PT,0,18
8,391,PT,1,16
9,525,PT,0,17
6,333,PT,0,28
7,359,PT,2,32
6,263,PT,1,14
2,500,PT,0,14
2,472,PT,0,18
3,732,PT,0,10
9,467,PT,0,9
5,519,PT,2,10
5,429,PT,4,22
9,11,PT,0,12
7,192,PT,0,45
1,453,PT,0,6
6,167,PT,1,16
7,294,PT,1,27
6,440,PT,1,8
3,707,PT,2,14
9,408,PT,0,15
9,273,PT,0,16
3,680,PT,0,17
1,256,PT,1,10
4,69,PT,0,21
6,420,PT,1,14
5,491,PT,0,3
2,551,PT,1,12
6,15,PT,3,24
3,660,PT,0,5
7,292,PT,3,30
5,390,PT,0,24
3,750,PT,0,14
149,45,PT,1,18
6,171,PT,0,17
8,136,PT,1,26
6,442,PT,0,13
4,375,PT,0,23
5,392,PT,0,2
150,232,PT,0,45
3,268,PT,0,23
9,426,PT,0,5
7,424,PT,2,16
2,507,PT,1,15
2,395,PT,1,13
149,391,PT,1,9
3,604,PT,0,13
8,368,PT,2,22
8,157,PT,3,40
6,394,PT,1,4
9,414,PT,1,7
9,378,PT,1,13
4,268,PT,2,9
2,435,PT,0,12
9,393,PT,0,15
4,228,PT,1,11
8,354,PT,2,11
8,167,PT,1,31
5,508,PT,1,13
5,217,PT,1,15
7,60,PT,1,34
3,611,PT,1,17
3,316,PT,0,17
2,482,PT,0,21
150,230,PT,0,16
4,193,PT,0,18
3,754,PT,1,22
5,255,PT,0,30
3,592,PT,2,14
1,364,PT,1,15
1,349,PT,1,19
7,315,PT,0,7
3,49,PT,0,5
9,512,PT,0,9
9,440,PT,1,3
8,221,PT,2,15
3,769,PT,0,16
3,621,PT,0,17
150,342,PT,1,9
1,137,PT,0,18
9,374,PT,0,6
9,246,PT,0,15
8,350,PT,0,18
7,370,PT,0,22
5,237,PT,1,26
3,645,PT,0,23
6,401,PT,1,7
5,368,PT,0,24
149,265,PT,0,17
4,96,PT,1,25
4,277,PT,0,16
9,504,PT,1,7
5,376,PT,1,39
4,155,PT,1,29
3,350,PT,2,16
2,545,PT,0,13
2,428,PT,2,18
2,427,PT,2,9
149,259,PT,1,11
149,297,PT,0,7
7,404,PT,0,18
4,35,PT,0,32
5,473,PT,0,12
8,226,PT,1,30
6,207,PT,0,9
3,702,PT,1,26
5,387,PT,0,28
5,492,PT,0,1
3,758,PT,0,16
7,48,PT,0,30
3,584,PT,2,28
7,323,PT,1,29
6,341,PT,0,19
2,540,PT,0,14
2,460,PT,0,14
2,393,PT,0,15
7,448,PT,0,11
5,437,PT,2,22
8,307,PT,1,29
6,370,PT,1,19
6,356,PT,0,12
3,749,PT,1,20
9,366,PT,0,6
7,400,PT,2,18
5,450,PT,1,18
3,371,PT,1,3
5,41,PT,1,23
4,52,PT,0,30
5,417,PT,1,44
2,536,PT,0,12
9,340,PT,0,5
8,260,PT,1,13
6,44,PT,1,19
6,436,PT,2,33
5,54,PT,1,10
8,192,PT,5,27
7,369,PT,0,43
7,214,PT,0,30
6,155,PT,0,13
5,352,PT,0,7
9,171,PT,3,16
9,17,PT,0,13
7,441,PT,0,11
7,273,PT,1,21
4,264,PT,0,18
7,454,PT,1,25
5,455,PT,2,22
9,84,PT,0,17
9,535,PT,1,9
7,198,PT,1,17
7,164,PT,1,15
5,422,PT,3,40
2,65,PT,0,12
8,129,PT,1,30
5,234,PT,1,8
8,119,PT,1,25
7,171,PT,0,10
2,508,PT,1,10
6,150,PT,0,14
5,380,PT,0,22
4,56,PT,1,25
150,344,PT,1,24
150,278,PT,0,15
2,496,PT,1,15
9,499,PT,0,12
7,263,PT,3,23
5,428,PT,1,25
4,236,PT,0,12
3,37,PT,1,11
9,518,PT,0,8
8,291,PT,0,14
4,16,PT,1,34
2,527,PT,0,14
7,445,PT,1,16
6,48,PT,0,7
4,116,PT,3,22
9,481,PT,0,8
7,259,PT,1,34
8,171,PT,1,24
6,149,PT,1,15
8,321,PT,0,16
4,359,PT,1,24
8,341,PT,2,38
4,122,PT,1,27
2,389,PT,1,16
8,292,PT,0,15
7,105,PT,1,39
5,202,PT,1,26
3,655,PT,2,8
150,138,PT,1,9
6,393,PT,0,8
8,268,PT,0,6
8,181,PT,3,28
8,120,PT,1,22
3,617,PT,1,12
6,373,PT,0,11
2,509,PT,0,5
2,422,PT,0,9
2,394,PT,0,10
9,470,PT,0,14
7,429,PT,1,24
8,283,PT,1,12
4,253,PT,0,14
7,368,PT,1,39
7,312,PT,1,36
3,662,PT,0,8
7,86,PT,2,42
2,402,PT,0,12
6,453,PT,1,19
8,400,PT,0,11
7,87,PT,1,43
150,354,PT,0,18
2,230,PT,0,21
8,353,PT,0,14
6,45,PT,0,21
9,167,PT,0,12
8,373,PT,2,12
8,333,PT,1,12
4,201,PT,0,41
7,293,PT,0,44
2,450,PT,1,14
6,265,PT,1,19
4,55,PT,0,23
7,449,PT,0,12
2,430,PT,1,13
6,168,PT,2,21
9,462,PT,0,9
9,452,PT,0,5
8,58,PT,0,26
8,280,PT,2,15
8,248,PT,0,4
5,410,PT,1,15
4,217,PT,2,39
9,534,PT,0,6
9,484,PT,0,7
5,365,PT,1,20
3,746,PT,0,16
1,210,PT,0,16
4,65,PT,0,18
4,261,PT,2,14
6,473,PT,1,9
6,402,PT,1,12
6,213,PT,0,8
9,482,PT,0,5
9,15,PT,1,18
3,738,PT,1,25
9,447,PT,1,4
8,62,PT,4,26
7,390,PT,0,17
5,411,PT,1,27
1,335,PT,2,23
6,471,PT,0,7
5,258,PT,0,20
6,66,PT,1,12
6,260,PT,0,19
5,498,PT,0,7
4,300,PT,0,19
8,80,PT,2,23
7,23,PT,0,36
4,267,PT,0,15
1,302,PT,1,12
7,180,PT,2,34
3,682,PT,1,22
3,477,PT,2,13
2,518,PT,1,17
2,457,PT,1,13
7,373,PT,1,30
7,196,PT,0,23
2,377,PT,1,9
9,256,PT,0,13
6,399,PT,1,9
5,9,PT,0,19
5,295,PT,1,24
3,585,PT,1,38
150,136,PT,0,16
149,207,PT,0,17
150,281,PT,0,16
1,286,PT,0,22
7,343,PT,2,33
2,381,PT,1,14
2,530,PT,2,26
8,154,PT,2,20
7,332,PT,0,31
9,209,PT,0,11
5,49,PT,1,16
4,303,PT,0,18
9,383,PT,3,15
8,347,PT,1,9
5,216,PT,2,24
7,176,PT,2,19
5,3,PT,1,32
4,51,PT,0,24
4,320,PT,0,11
149,395,PT,0,5
8,327,PT,3,16
6,377,PT,2,14
5,373,PT,0,25
4,53,PT,2,30
5,378,PT,1,23
2,424,PT,1,20
8,380,PT,0,14
8,300,PT,1,28
7,195,PT,0,20
150,31,PT,0,13
7,230,PT,1,24
4,200,PT,0,15
6,353,PT,1,6
3,614,PT,0,18
4,301,PT,1,18
9,46,PT,0,8
5,400,PT,0,5
5,496,PT,0,8
4,305,PT,1,26
7,412,PT,0,27
2,467,PT,1,13
9,528,PT,1,14
8,230,PT,1,36
7,297,PT,0,41
4,23,PT,0,30
149,341,PT,0,9
9,54,PT,2,11
7,189,PT,0,10
7,142,PT,1,38
150,301,PT,2,26
149,405,PT,0,7
6,254,PT,1,22
5,244,PT,0,17
4,329,PT,0,15
3,36,PT,1,21
5,241,PT,2,19
2,366,PT,2,8
2,354,PT,1,24
1,337,PT,0,9
9,347,PT,1,5
6,411,PT,0,8
6,344,PT,1,28
3,653,PT,1,13
1,423,PT,1,25
149,15,PT,0,22
8,367,PT,0,16
5,170,PT,2,17
3,623,PT,1,13
149,202,PT,1,19
149,394,PT,0,9
150,245,PT,0,21
149,321,PT,0,6
4,230,PT,0,15
3,598,PT,3,19
1,354,PT,2,22
1,282,PT,0,13
150,159,PT,0,11
150,327,PT,0,17
9,310,PT,0,17
8,331,PT,0,12
8,319,PT,1,13
6,115,PT,0,12
4,184,PT,0,37
2,543,PT,0,10
2,505,PT,1,11
150,235,PT,1,26
8,345,PT,0,17
7,289,PT,1,23
7,191,PT,1,22
6,43,PT,0,15
149,328,PT,0,10
1,368,PT,1,12
1,134,PT,0,20
150,379,PT,0,48
1,379,PT,2,17
150,317,PT,0,13
1,440,PT,0,4
5,204,PT,0,11
1,377,PT,1,11
1,180,PT,2,42
150,32,PT,0,17
150,224,PT,0,39
150,309,PT,1,18
150,220,PT,0,29
150,328,PT,0,14
1,57,PT,1,18
149,33,PT,3,32
150,339,PT,0,13
150,131,PT,0,6
149,373,PT,1,9
149,216,PT,1,12
1,341,PT,0,14
1,329,PT,0,22
149,231,PT,3,17
1,391,PT,1,14
149,98,PT,0,14
149,294,PT,0,15
1,410,PT,0,18
1,381,PT,1,19
1,95,PT,1,28
150,180,PT,0,8
149,31,PT,4,13
1,422,PT,1,21
150,161,PT,1,9
149,122,PT,0,20
150,147,PT,0,15
149,196,PT,0,15
1,401,PT,1,12
150,268,PT,0,44
1,280,PT,0,7
5,489,PT,0,4
4,367,PT,1,16
1,442,PT,3,25
1,432,PT,0,23
150,39,PT,0,28
9,423,PT,0,7
7,218,PT,1,44
3,673,PT,0,13
8,222,PT,0,37
4,57,PT,1,30
3,618,PT,0,15
2,475,PT,0,19
150,292,PT,0,16
149,55,PT,2,15
1,312,PT,2,23
1,42,PT,1,19
1,331,PT,0,9
149,104,PT,0,7
150,333,PT,0,19
2,349,PT,0,15
150,1,PT,1,32
2,367,PT,0,8
2,358,PT,0,16
1,144,PT,2,22
150,49,PT,2,49
149,61,PT,4,20
2,357,PT,0,16
150,316,PT,0,9
150,239,PT,0,23
149,416,PT,0,12
1,118,PT,0,13
149,396,PT,0,9
1,404,PT,1,20
149,340,PT,1,8
1,407,PT,0,15
149,223,PT,1,18
150,173,PT,0,5
150,352,PT,0,9
2,490,PT,0,7
2,548,PT,0,12
7,440,PT,0,15
5,485,PT,0,22
6,41,PT,1,17
7,402,PT,0,16
9,463,PT,0,12
9,495,PT,1,13
150,28,PT,1,27
150,312,PT,0,8
5,85,PT,1,20
6,233,PT,0,8
4,3,PT,0,42
7,57,PT,0,40
1,169,PT,0,31
1,225,PT,2,21
2,481,PT,1,14
3,723,PT,0,6
7,231,PT,0,35
7,310,PT,1,30
9,325,PT,0,15
9,513,PT,0,8
4,258,PT,0,18
5,367,PT,0,18
2,77,PT,1,9
3,715,PT,1,19
5,281,PT,0,13
6,237,PT,0,25
7,324,PT,0,24
8,274,PT,0,19
9,227,PT,0,15
5,432,PT,0,16
5,447,PT,0,19
6,157,PT,1,7
2,411,PT,0,5
2,444,PT,2,14
3,41,PT,0,15
4,229,PT,0,18
8,8,PT,0,31
9,24,PT,0,10
9,359,PT,0,10
8,266,PT,1,15
149,399,PT,0,10
150,59,PT,1,28
3,672,PT,0,21
7,388,PT,1,13
8,245,PT,1,23
8,334,PT,0,15
4,195,PT,3,32
6,236,PT,0,8
7,140,PT,4,25
7,336,PT,1,32
149,449,PT,0,12
2,97,PT,2,23
2,83,PT,0,14
2,485,PT,0,9
2,523,PT,0,12
4,30,PT,2,27
4,353,PT,3,29
8,87,PT,0,24
2,70,PT,0,18
5,425,PT,0,4
3,649,PT,2,24
4,209,PT,0,29
5,468,PT,0,20
7,305,PT,1,36
7,313,PT,1,36
149,331,PT,0,9
149,368,PT,1,3
5,264,PT,1,33
2,407,PT,0,5
3,674,PT,0,17
4,214,PT,1,25
8,261,PT,2,17
4,149,PT,0,41
5,193,PT,2,19
5,371,PT,1,23
6,122,PT,1,18
6,42,PT,0,16
8,84,PT,1,28
6,379,PT,0,10
2,447,PT,2,11
3,793,PT,0,5
5,205,PT,1,22
6,165,PT,0,14
3,628,PT,0,12
5,500,PT,1,1
9,18,PT,0,20
8,281,PT,1,13
2,406,PT,0,5
4,363,PT,0,26
6,301,PT,1,15
6,316,PT,0,12
8,52,PT,1,15
9,488,PT,1,13
2,480,PT,0,20
3,792,PT,0,4
5,64,PT,0,21
4,292,PT,2,40
7,188,PT,0,16
9,397,PT,0,13
8,330,PT,2,23
9,532,PT,0,6
5,182,PT,0,11
4,18,PT,2,29
8,73,PT,2,14
6,362,PT,1,24
3,441,PT,0,9
4,33,PT,0,27
8,254,PT,0,4
9,441,PT,2,4
2,374,PT,0,9
9,215,PT,1,11
4,196,PT,0,14
3,39,PT,1,15
4,357,PT,0,22
5,486,PT,1,25
5,474,PT,0,17
7,234,PT,0,27
4,197,PT,1,24
5,484,PT,0,26
6,124,PT,0,12
9,78,PT,0,15
9,8,PT,1,20
4,318,PT,0,15
5,251,PT,0,14
2,455,PT,0,18
6,332,PT,0,19
7,349,PT,7,33
2,476,PT,0,18
4,323,PT,0,12
4,374,PT,0,6
6,367,PT,0,16
3,733,PT,0,15
7,327,PT,2,31
8,142,PT,1,25
3,656,PT,0,14
6,27,PT,0,13
9,85,PT,0,19
3,802,PT,0,14
9,16,PT,0,17
3,725,PT,1,3
8,406,PT,1,25
2,437,PT,4,13
4,358,PT,0,26
7,329,PT,0,34
5,350,PT,0,6
6,226,PT,1,25
8,85,PT,3,17
3,697,PT,1,31
4,360,PT,0,23
2,446,PT,1,6
4,137,PT,1,17
7,145,PT,3,21
9,210,PT,1,12
8,123,PT,0,19
5,40,PT,0,30
4,330,PT,0,17
3,727,PT,0,7
9,455,PT,0,9
3,719,PT,0,14
3,383,PT,0,17
8,322,PT,0,13
6,450,PT,1,11
4,265,PT,1,13
2,486,PT,2,13
8,71,PT,2,16
7,382,PT,0,18
6,434,PT,2,27
5,353,PT,0,5
5,276,PT,0,28
7,34,PT,1,22
2,544,PT,0,11
4,9,PT,0,35
4,105,PT,4,37
2,356,PT,0,16
9,489,PT,0,12
4,79,PT,3,43
5,10,PT,1,29
8,314,PT,1,17
3,720,PT,1,11
2,517,PT,0,14
4,278,PT,0,23
4,222,PT,0,18
3,615,PT,1,16
2,67,PT,1,14
5,391,PT,0,8
3,801,PT,3,29
8,297,PT,0,10
7,209,PT,0,27
149,304,PT,0,9
1,321,PT,2,20
8,384,PT,1,16
8,326,PT,1,17
3,434,PT,1,11
1,177,PT,1,22
5,384,PT,0,12
9,434,PT,1,8
4,281,PT,0,19
3,797,PT,0,7
7,446,PT,0,10
5,478,PT,2,21
9,352,PT,0,12
8,416,PT,0,28
3,717,PT,0,9
3,426,PT,1,14
149,22,PT,2,12
5,482,PT,2,22
2,436,PT,0,9
2,432,PT,0,14
5,470,PT,0,19
3,600,PT,1,16
3,595,PT,0,14
3,708,PT,1,12
3,608,PT,2,19
150,355,PT,0,13
149,352,PT,0,12
6,357,PT,0,17
3,734,PT,1,15
2,526,PT,1,16
150,279,PT,0,12
149,270,PT,1,34
8,56,PT,1,28
4,22,PT,1,15
150,119,PT,0,31
149,289,PT,0,22
150,216,PT,0,5
150,165,PT,1,11
9,363,PT,0,6
9,331,PT,0,7
5,505,PT,1,25
149,387,PT,1,8
149,249,PT,2,27
2,325,PT,2,13
150,267,PT,0,35
149,40,PT,0,14
1,40,PT,1,19
5,511,PT,0,29
1,60,PT,1,18
150,249,PT,0,13
9,56,PT,1,7
4,67,PT,1,17
150,357,PT,0,12
150,14,PT,0,31
7,2,PT,1,24
6,307,PT,0,11
4,80,PT,0,35
4,297,PT,0,27
2,550,PT,2,11
2,276,PT,2,13
149,4,PT,0,18
2,156,PT,2,9
1,239,PT,1,15
8,284,PT,1,16
7,6,PT,1,22
6,159,PT,0,13
6,12,PT,2,19
5,351,PT,0,13
8,252,PT,0,10
2,300,PT,0,17
150,98,PT,0,19
9,515,PT,0,9
7,266,PT,0,22
150,196,PT,0,18
1,223,PT,0,38
150,214,PT,0,37
149,287,PT,2,11
1,113,PT,0,9
2,298,PT,0,9
1,452,PT,2,21
1,448,PT,3,36
150,356,PT,0,19
149,68,PT,1,18
150,297,PT,0,16
150,135,PT,1,9
150,134,PT,0,15
2,255,PT,0,13
3,690,PT,0,16
7,417,PT,1,21
5,222,PT,0,11
8,312,PT,0,19
8,251,PT,0,8
9,316,PT,0,21
7,383,PT,1,19
9,62,PT,1,9
3,286,PT,3,18
4,242,PT,2,14
8,88,PT,2,27
8,299,PT,3,28
6,71,PT,0,14
5,524,PT,0,2
4,240,PT,1,8
8,59,PT,0,21
6,462,PT,1,10
4,203,PT,1,29
8,64,PT,1,20
5,285,PT,0,15
8,344,PT,0,9
7,331,PT,2,30
4,212,PT,0,20
2,470,PT,0,16
9,457,PT,0,8
9,406,PT,0,7
9,224,PT,1,14
8,53,PT,1,25
8,207,PT,2,38
7,276,PT,0,20
4,190,PT,0,49
8,267,PT,1,9
7,357,PT,2,32
7,3,PT,1,40
6,347,PT,3,22
3,381,PT,0,13
9,361,PT,0,6
5,520,PT,0,28
4,46,PT,1,27
9,476,PT,0,16
8,377,PT,2,21
8,125,PT,1,16
7,186,PT,1,19
6,69,PT,1,10
2,462,PT,0,23
4,1,PT,5,44
5,454,PT,0,18
4,286,PT,0,31
9,419,PT,0,10
5,30,PT,1,22
2,501,PT,1,9
4,245,PT,1,15
6,114,PT,0,10
149,401,PT,1,4
1,298,PT,0,25
1,253,PT,2,22
1,232,PT,1,17
6,170,PT,2,15
4,62,PT,1,15
4,224,PT,0,12
8,178,PT,1,30
8,308,PT,0,23
4,232,PT,0,8
3,43,PT,0,8
6,464,PT,0,13
6,33,PT,3,20
5,379,PT,0,15
5,404,PT,1,34
150,304,PT,2,12
1,342,PT,3,25
1,124,PT,1,3
150,257,PT,0,34
150,156,PT,1,13
149,59,PT,0,16
149,413,PT,0,13
150,376,PT,1,57
149,305,PT,0,9
150,36,PT,0,25
1,276,PT,0,5
150,358,PT,2,14
150,336,PT,2,13
149,317,PT,0,11
1,386,PT,0,9
1,266,PT,2,17
7,414,PT,1,23
3,588,PT,0,15
149,446,PT,1,11
8,239,PT,1,27
6,392,PT,0,5
4,208,PT,2,22
150,61,PT,0,38
8,135,PT,0,27
150,191,PT,0,22
150,168,PT,0,10
1,66,PT,1,16
1,297,PT,1,14
2,329,PT,0,13
2,41,PT,0,7
2,369,PT,1,8
149,115,PT,3,15
1,399,PT,1,9
1,168,PT,1,32
1,62,PT,0,18
2,259,PT,0,12
149,219,PT,2,19
1,315,PT,0,24
150,313,PT,0,11
149,291,PT,3,22
1,196,PT,0,26
1,140,PT,1,23
1,245,PT,2,33
2,288,PT,2,22
149,38,PT,1,23
149,390,PT,2,13
150,252,PT,0,26
149,298,PT,1,15
150,37,PT,3,35
149,443,PT,0,4
149,106,PT,0,4
149,339,PT,0,10
1,324,PT,1,11
8,383,PT,1,11
5,84,PT,0,21
3,663,PT,1,12
9,497,PT,1,12
4,285,PT,3,34
2,491,PT,1,11
9,313,PT,1,7
3,705,PT,1,23
6,14,PT,2,19
2,461,PT,0,19
7,107,PT,0,36
6,396,PT,0,8
8,160,PT,1,25
5,63,PT,2,33
4,87,PT,0,36
3,465,PT,0,6
3,423,PT,1,9
2,534,PT,0,15
2,384,PT,0,11
8,235,PT,2,31
7,54,PT,2,36
7,146,PT,0,19
8,386,PT,0,23
7,420,PT,0,16
4,335,PT,3,14
6,412,PT,0,8
3,809,PT,0,19
3,191,PT,0,14
6,39,PT,0,15
3,632,PT,1,16
9,433,PT,0,6
9,531,PT,0,3
8,351,PT,0,10
6,241,PT,0,13
9,487,PT,0,15
7,199,PT,0,28
5,444,PT,2,24
2,532,PT,0,19
2,423,PT,1,18
150,332,PT,0,8
150,272,PT,0,21
5,66,PT,2,23
4,365,PT,1,17
4,204,PT,0,18
3,198,PT,1,15
8,229,PT,2,34
6,23,PT,1,17
4,74,PT,1,29
3,798,PT,0,12
9,339,PT,1,11
6,391,PT,0,10
6,381,PT,0,12
9,373,PT,0,13
9,372,PT,1,15
9,23,PT,1,5
5,467,PT,0,19
5,37,PT,1,30
4,243,PT,0,11
9,350,PT,1,11
8,249,PT,1,9
5,381,PT,1,21
5,510,PT,2,18
2,541,PT,0,14
5,366,PT,1,23
4,111,PT,1,26
2,488,PT,0,17
149,318,PT,0,6
149,2,PT,2,22
9,430,PT,0,16
9,43,PT,2,13
3,445,PT,1,18
6,111,PT,1,17
5,401,PT,3,31
8,78,PT,1,14
149,64,PT,0,9
149,347,PT,0,10
149,320,PT,0,9
8,403,PT,1,22
7,8,PT,2,31
4,48,PT,1,28
6,210,PT,0,17
3,763,PT,0,18
2,228,PT,1,9
150,270,PT,1,30
149,50,PT,0,22
9,509,PT,0,11
9,478,PT,0,9
9,291,PT,0,9
8,220,PT,0,30
5,395,PT,0,10
4,5,PT,1,36
2,57,PT,0,12
2,453,PT,0,3
7,33,PT,0,14
150,137,PT,0,12
5,501,PT,0,5
3,681,PT,1,16
2,454,PT,1,18
8,90,PT,2,24
5,5,PT,0,30
5,132,PT,1,28
2,73,PT,0,8
149,124,PT,1,19
1,186,PT,2,26
149,430,PT,0,6
4,73,PT,2,21
3,772,PT,1,17
3,638,PT,1,12
6,72,PT,1,15
6,153,PT,1,11
149,437,PT,0,2
8,296,PT,1,6
8,298,PT,0,13
4,369,PT,1,19
3,40,PT,0,12
7,175,PT,3,28
5,48,PT,1,19
3,670,PT,0,13
3,215,PT,1,15
4,283,PT,0,15
3,597,PT,0,13
3,760,PT,0,20
9,448,PT,0,3
9,427,PT,2,7
8,250,PT,0,6
6,351,PT,1,10
6,160,PT,1,15
2,82,PT,1,11
8,215,PT,3,23
8,197,PT,0,30
7,51,PT,3,46
6,52,PT,0,16
6,262,PT,0,16
5,188,PT,2,31
2,474,PT,1,19
1,421,PT,1,21
9,324,PT,0,19
3,703,PT,0,27
7,326,PT,3,19
4,216,PT,1,13
9,472,PT,0,4
8,340,PT,2,32
4,117,PT,0,20
3,379,PT,0,19
9,77,PT,0,11
2,537,PT,0,19
2,401,PT,1,18
8,77,PT,1,18
8,173,PT,1,33
2,40,PT,2,15
2,375,PT,2,12
9,329,PT,0,17
8,130,PT,2,23
5,449,PT,0,16
4,37,PT,1,20
4,312,PT,2,18
4,287,PT,0,32
2,549,PT,0,15
9,354,PT,0,9
7,319,PT,0,41
6,430,PT,0,7
150,237,PT,0,32
8,375,PT,0,13
8,349,PT,2,18
9,412,PT,0,8
7,50,PT,2,47
6,415,PT,0,6
149,49,PT,0,17
9,330,PT,1,12
6,451,PT,1,23
4,299,PT,1,9
149,7,PT,1,16
1,61,PT,1,20
7,444,PT,0,8
5,252,PT,2,15
4,81,PT,0,37
5,50,PT,0,21
3,683,PT,0,18
7,381,PT,0,10
9,65,PT,1,18
4,157,PT,1,21
9,400,PT,1,7
