,local,sigla_partido,EBAIRRNOMEOF,latitude,longitude,RPA,votos
1251,COLÉGIO DO SABER,PV,CAMPO GRANDE,-8.0287002,-34.8843447,RPA2,39
1252,COLÉGIO DO SABER,REDE,CAMPO GRANDE,-8.0287002,-34.8843447,RPA2,26
1253,COLÉGIO DO SABER,REPUBLICANOS,CAMPO GRANDE,-8.0287002,-34.8843447,RPA2,46
1254,COLÉGIO DO SABER,UP,CAMPO GRANDE,-8.0287002,-34.8843447,RPA2,2
1255,COLÉGIO DOURADO,AVANTE,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,27
1256,COLÉGIO DOURADO,CIDADANIA,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,3
1257,COLÉGIO DOURADO,DC,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,32
1258,COLÉGIO DOURADO,MDB,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,209
1259,COLÉGIO DOURADO,MOBILIZA,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,21
1260,COLÉGIO DOURADO,NOVO,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,214
1261,COLÉGIO DOURADO,PC do B,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,68
1262,COLÉGIO DOURADO,PCO,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,1
1263,COLÉGIO DOURADO,PL,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,677
1264,COLÉGIO DOURADO,PP,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,96
1265,COLÉGIO DOURADO,PRD,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,18
1266,COLÉGIO DOURADO,PSB,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,479
1267,COLÉGIO DOURADO,PSD,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,153
1268,COLÉGIO DOURADO,PSDB,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,5
1269,COLÉGIO DOURADO,PSOL,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,86
1270,COLÉGIO DOURADO,PSTU,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,4
1271,COLÉGIO DOURADO,PT,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,177
1272,COLÉGIO DOURADO,PV,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,50
1273,COLÉGIO DOURADO,REDE,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,69
1274,COLÉGIO DOURADO,REPUBLICANOS,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,356
1275,COLÉGIO DOURADO,SOLIDARIEDADE,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,3
1276,COLÉGIO DOURADO,UP,BOA VIAGEM,-8.14349008,-34.91507354,RPA6,2
1277,COLÉGIO E CURSO - DESAFIO,AVANTE,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,37
1278,COLÉGIO E CURSO - DESAFIO,CIDADANIA,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,2
1279,COLÉGIO E CURSO - DESAFIO,DC,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,18
1280,COLÉGIO E CURSO - DESAFIO,MDB,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,86
1281,COLÉGIO E CURSO - DESAFIO,MOBILIZA,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,5
1282,COLÉGIO E CURSO - DESAFIO,NOVO,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,87
1283,COLÉGIO E CURSO - DESAFIO,PC do B,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,26
1284,COLÉGIO E CURSO - DESAFIO,PL,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,172
1285,COLÉGIO E CURSO - DESAFIO,PP,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,40
1286,COLÉGIO E CURSO - DESAFIO,PRD,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,36
1287,COLÉGIO E CURSO - DESAFIO,PSB,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,413
1288,COLÉGIO E CURSO - DESAFIO,PSD,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,212
1289,COLÉGIO E CURSO - DESAFIO,PSDB,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,2
1290,COLÉGIO E CURSO - DESAFIO,PSOL,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,111
1291,COLÉGIO E CURSO - DESAFIO,PSTU,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,2
1292,COLÉGIO E CURSO - DESAFIO,PT,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,160
1293,COLÉGIO E CURSO - DESAFIO,PV,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,37
1294,COLÉGIO E CURSO - DESAFIO,REDE,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,29
1295,COLÉGIO E CURSO - DESAFIO,REPUBLICANOS,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,106
1296,COLÉGIO E CURSO - DESAFIO,SOLIDARIEDADE,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,3
1297,COLÉGIO E CURSO - DESAFIO,UP,CIDADE UNIVERSITARIA,-8.03853,-34.94386667,RPA4,2
1298,COLÉGIO E CURSO GGE (BENFICA),AVANTE,MADALENA,-8.05917918,-34.90186883,RPA4,34
1299,COLÉGIO E CURSO GGE (BENFICA),CIDADANIA,MADALENA,-8.05917918,-34.90186883,RPA4,1
1300,COLÉGIO E CURSO GGE (BENFICA),DC,MADALENA,-8.05917918,-34.90186883,RPA4,25
1301,COLÉGIO E CURSO GGE (BENFICA),MDB,MADALENA,-8.05917918,-34.90186883,RPA4,154
1302,COLÉGIO E CURSO GGE (BENFICA),MOBILIZA,MADALENA,-8.05917918,-34.90186883,RPA4,19
1303,COLÉGIO E CURSO GGE (BENFICA),NOVO,MADALENA,-8.05917918,-34.90186883,RPA4,143
1304,COLÉGIO E CURSO GGE (BENFICA),PC do B,MADALENA,-8.05917918,-34.90186883,RPA4,51
1305,COLÉGIO E CURSO GGE (BENFICA),PL,MADALENA,-8.05917918,-34.90186883,RPA4,303
1306,COLÉGIO E CURSO GGE (BENFICA),PP,MADALENA,-8.05917918,-34.90186883,RPA4,68
1307,COLÉGIO E CURSO GGE (BENFICA),PRD,MADALENA,-8.05917918,-34.90186883,RPA4,36
1308,COLÉGIO E CURSO GGE (BENFICA),PSB,MADALENA,-8.05917918,-34.90186883,RPA4,442
1309,COLÉGIO E CURSO GGE (BENFICA),PSD,MADALENA,-8.05917918,-34.90186883,RPA4,128
1310,COLÉGIO E CURSO GGE (BENFICA),PSDB,MADALENA,-8.05917918,-34.90186883,RPA4,2
1311,COLÉGIO E CURSO GGE (BENFICA),PSOL,MADALENA,-8.05917918,-34.90186883,RPA4,117
1312,COLÉGIO E CURSO GGE (BENFICA),PSTU,MADALENA,-8.05917918,-34.90186883,RPA4,1
1313,COLÉGIO E CURSO GGE (BENFICA),PT,MADALENA,-8.05917918,-34.90186883,RPA4,164
1314,COLÉGIO E CURSO GGE (BENFICA),PV,MADALENA,-8.05917918,-34.90186883,RPA4,46
1315,COLÉGIO E CURSO GGE (BENFICA),REDE,MADALENA,-8.05917918,-34.90186883,RPA4,17
1316,COLÉGIO E CURSO GGE (BENFICA),REPUBLICANOS,MADALENA,-8.05917918,-34.90186883,RPA4,68
1317,COLÉGIO E CURSO GGE (BENFICA),SOLIDARIEDADE,MADALENA,-8.05917918,-34.90186883,RPA4,5
1318,COLÉGIO E CURSO GGE (BENFICA),UP,MADALENA,-8.05917918,-34.90186883,RPA4,4
1319,COLÉGIO E CURSO INOVAÇÃO - CCI,AVANTE,IPSEP,-8.1118883,-34.9256563,RPA6,32
1320,COLÉGIO E CURSO INOVAÇÃO - CCI,CIDADANIA,IPSEP,-8.1118883,-34.9256563,RPA6,1
1321,COLÉGIO E CURSO INOVAÇÃO - CCI,DC,IPSEP,-8.1118883,-34.9256563,RPA6,64
1322,COLÉGIO E CURSO INOVAÇÃO - CCI,MDB,IPSEP,-8.1118883,-34.9256563,RPA6,168
1323,COLÉGIO E CURSO INOVAÇÃO - CCI,MOBILIZA,IPSEP,-8.1118883,-34.9256563,RPA6,12
1324,COLÉGIO E CURSO INOVAÇÃO - CCI,NOVO,IPSEP,-8.1118883,-34.9256563,RPA6,206
1325,COLÉGIO E CURSO INOVAÇÃO - CCI,PC do B,IPSEP,-8.1118883,-34.9256563,RPA6,52
1326,COLÉGIO E CURSO INOVAÇÃO - CCI,PL,IPSEP,-8.1118883,-34.9256563,RPA6,200
1327,COLÉGIO E CURSO INOVAÇÃO - CCI,PP,IPSEP,-8.1118883,-34.9256563,RPA6,83
1328,COLÉGIO E CURSO INOVAÇÃO - CCI,PRD,IPSEP,-8.1118883,-34.9256563,RPA6,18
1329,COLÉGIO E CURSO INOVAÇÃO - CCI,PSB,IPSEP,-8.1118883,-34.9256563,RPA6,466
1330,COLÉGIO E CURSO INOVAÇÃO - CCI,PSD,IPSEP,-8.1118883,-34.9256563,RPA6,61
1331,COLÉGIO E CURSO INOVAÇÃO - CCI,PSDB,IPSEP,-8.1118883,-34.9256563,RPA6,4
1332,COLÉGIO E CURSO INOVAÇÃO - CCI,PSOL,IPSEP,-8.1118883,-34.9256563,RPA6,56
1333,COLÉGIO E CURSO INOVAÇÃO - CCI,PT,IPSEP,-8.1118883,-34.9256563,RPA6,110
1334,COLÉGIO E CURSO INOVAÇÃO - CCI,PV,IPSEP,-8.1118883,-34.9256563,RPA6,58
1335,COLÉGIO E CURSO INOVAÇÃO - CCI,REDE,IPSEP,-8.1118883,-34.9256563,RPA6,20
1336,COLÉGIO E CURSO INOVAÇÃO - CCI,REPUBLICANOS,IPSEP,-8.1118883,-34.9256563,RPA6,142
1337,COLÉGIO E CURSO INOVAÇÃO - CCI,SOLIDARIEDADE,IPSEP,-8.1118883,-34.9256563,RPA6,4
1338,COLÉGIO E CURSO INOVAÇÃO - CCI,UP,IPSEP,-8.1118883,-34.9256563,RPA6,1
1339,COLÉGIO ELO,AVANTE,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,7
1340,COLÉGIO ELO,DC,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,5
1341,COLÉGIO ELO,MDB,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,44
1342,COLÉGIO ELO,MOBILIZA,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,1
1343,COLÉGIO ELO,NOVO,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,88
1344,COLÉGIO ELO,PC do B,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,17
1345,COLÉGIO ELO,PL,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,143
1346,COLÉGIO ELO,PP,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,22
1347,COLÉGIO ELO,PRD,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,10
1348,COLÉGIO ELO,PSB,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,107
1349,COLÉGIO ELO,PSD,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,38
1350,COLÉGIO ELO,PSDB,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,3
1351,COLÉGIO ELO,PSOL,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,47
1352,COLÉGIO ELO,PT,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,75
1353,COLÉGIO ELO,PV,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,16
1354,COLÉGIO ELO,REDE,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,21
1355,COLÉGIO ELO,REPUBLICANOS,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,113
1356,COLÉGIO ELO,SOLIDARIEDADE,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,1
1357,COLÉGIO ELO,UP,BOA VIAGEM,-8.13519839,-34.90458789,RPA6,4
1358,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),AVANTE,ZUMBI,-8.0495124,-34.91730727,RPA4,142
1359,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),CIDADANIA,ZUMBI,-8.0495124,-34.91730727,RPA4,4
1360,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),DC,ZUMBI,-8.0495124,-34.91730727,RPA4,27
1361,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),MDB,ZUMBI,-8.0495124,-34.91730727,RPA4,189
1362,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),MOBILIZA,ZUMBI,-8.0495124,-34.91730727,RPA4,11
1363,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),NOVO,ZUMBI,-8.0495124,-34.91730727,RPA4,371
1364,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PC do B,ZUMBI,-8.0495124,-34.91730727,RPA4,82
1365,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PL,ZUMBI,-8.0495124,-34.91730727,RPA4,393
1366,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PP,ZUMBI,-8.0495124,-34.91730727,RPA4,191
1367,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PRD,ZUMBI,-8.0495124,-34.91730727,RPA4,97
1368,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PSB,ZUMBI,-8.0495124,-34.91730727,RPA4,2117
1369,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PSD,ZUMBI,-8.0495124,-34.91730727,RPA4,198
1370,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PSDB,ZUMBI,-8.0495124,-34.91730727,RPA4,5
1371,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PSOL,ZUMBI,-8.0495124,-34.91730727,RPA4,165
1372,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PT,ZUMBI,-8.0495124,-34.91730727,RPA4,344
1373,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),PV,ZUMBI,-8.0495124,-34.91730727,RPA4,67
1374,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),REDE,ZUMBI,-8.0495124,-34.91730727,RPA4,37
1375,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),REPUBLICANOS,ZUMBI,-8.0495124,-34.91730727,RPA4,131
1376,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),SOLIDARIEDADE,ZUMBI,-8.0495124,-34.91730727,RPA4,8
1377,COLÉGIO ELO (ANTIGO INSTITUTO HELENA LUBIENSKA),UP,ZUMBI,-8.0495124,-34.91730727,RPA4,8
1378,COLÉGIO EQUIPE,AVANTE,MADALENA,-8.04987881,-34.90551491,RPA4,40
1379,COLÉGIO EQUIPE,CIDADANIA,MADALENA,-8.04987881,-34.90551491,RPA4,6
1380,COLÉGIO EQUIPE,DC,MADALENA,-8.04987881,-34.90551491,RPA4,25
1381,COLÉGIO EQUIPE,MDB,MADALENA,-8.04987881,-34.90551491,RPA4,198
1382,COLÉGIO EQUIPE,MOBILIZA,MADALENA,-8.04987881,-34.90551491,RPA4,9
1383,COLÉGIO EQUIPE,NOVO,MADALENA,-8.04987881,-34.90551491,RPA4,335
1384,COLÉGIO EQUIPE,PC do B,MADALENA,-8.04987881,-34.90551491,RPA4,85
1385,COLÉGIO EQUIPE,PL,MADALENA,-8.04987881,-34.90551491,RPA4,369
1386,COLÉGIO EQUIPE,PP,MADALENA,-8.04987881,-34.90551491,RPA4,40
1387,COLÉGIO EQUIPE,PRD,MADALENA,-8.04987881,-34.90551491,RPA4,32
1388,COLÉGIO EQUIPE,PSB,MADALENA,-8.04987881,-34.90551491,RPA4,570
1389,COLÉGIO EQUIPE,PSD,MADALENA,-8.04987881,-34.90551491,RPA4,161
1390,COLÉGIO EQUIPE,PSDB,MADALENA,-8.04987881,-34.90551491,RPA4,1
1391,COLÉGIO EQUIPE,PSOL,MADALENA,-8.04987881,-34.90551491,RPA4,273
1392,COLÉGIO EQUIPE,PSTU,MADALENA,-8.04987881,-34.90551491,RPA4,4
1393,COLÉGIO EQUIPE,PT,MADALENA,-8.04987881,-34.90551491,RPA4,275
1394,COLÉGIO EQUIPE,PV,MADALENA,-8.04987881,-34.90551491,RPA4,67
1395,COLÉGIO EQUIPE,REDE,MADALENA,-8.04987881,-34.90551491,RPA4,23
1396,COLÉGIO EQUIPE,REPUBLICANOS,MADALENA,-8.04987881,-34.90551491,RPA4,62
1397,COLÉGIO EQUIPE,SOLIDARIEDADE,MADALENA,-8.04987881,-34.90551491,RPA4,2
1398,COLÉGIO EQUIPE,UP,MADALENA,-8.04987881,-34.90551491,RPA4,2
1399,COLÉGIO EQUIPE (ANEXO I),AVANTE,MADALENA,-8.0497014,-34.9054182,RPA4,13
1400,COLÉGIO EQUIPE (ANEXO I),DC,MADALENA,-8.0497014,-34.9054182,RPA4,3
1401,COLÉGIO EQUIPE (ANEXO I),MDB,MADALENA,-8.0497014,-34.9054182,RPA4,52
1402,COLÉGIO EQUIPE (ANEXO I),MOBILIZA,MADALENA,-8.0497014,-34.9054182,RPA4,4
1403,COLÉGIO EQUIPE (ANEXO I),NOVO,MADALENA,-8.0497014,-34.9054182,RPA4,93
1404,COLÉGIO EQUIPE (ANEXO I),PC do B,MADALENA,-8.0497014,-34.9054182,RPA4,22
1405,COLÉGIO EQUIPE (ANEXO I),PL,MADALENA,-8.0497014,-34.9054182,RPA4,73
1406,COLÉGIO EQUIPE (ANEXO I),PP,MADALENA,-8.0497014,-34.9054182,RPA4,15
1407,COLÉGIO EQUIPE (ANEXO I),PRD,MADALENA,-8.0497014,-34.9054182,RPA4,5
1408,COLÉGIO EQUIPE (ANEXO I),PSB,MADALENA,-8.0497014,-34.9054182,RPA4,125
1409,COLÉGIO EQUIPE (ANEXO I),PSD,MADALENA,-8.0497014,-34.9054182,RPA4,21
1410,COLÉGIO EQUIPE (ANEXO I),PSOL,MADALENA,-8.0497014,-34.9054182,RPA4,65
1411,COLÉGIO EQUIPE (ANEXO I),PT,MADALENA,-8.0497014,-34.9054182,RPA4,80
1412,COLÉGIO EQUIPE (ANEXO I),PV,MADALENA,-8.0497014,-34.9054182,RPA4,10
1413,COLÉGIO EQUIPE (ANEXO I),REDE,MADALENA,-8.0497014,-34.9054182,RPA4,9
1414,COLÉGIO EQUIPE (ANEXO I),REPUBLICANOS,MADALENA,-8.0497014,-34.9054182,RPA4,17
1415,COLÉGIO EQUIPE (ANEXO I),SOLIDARIEDADE,MADALENA,-8.0497014,-34.9054182,RPA4,1
1416,COLÉGIO EQUIPE (ANEXO II),AVANTE,MADALENA,-8.0498842,-34.9052151,RPA4,16
1417,COLÉGIO EQUIPE (ANEXO II),CIDADANIA,MADALENA,-8.0498842,-34.9052151,RPA4,1
1418,COLÉGIO EQUIPE (ANEXO II),DC,MADALENA,-8.0498842,-34.9052151,RPA4,2
1419,COLÉGIO EQUIPE (ANEXO II),MDB,MADALENA,-8.0498842,-34.9052151,RPA4,36
1420,COLÉGIO EQUIPE (ANEXO II),NOVO,MADALENA,-8.0498842,-34.9052151,RPA4,96
1421,COLÉGIO EQUIPE (ANEXO II),PC do B,MADALENA,-8.0498842,-34.9052151,RPA4,27
1422,COLÉGIO EQUIPE (ANEXO II),PL,MADALENA,-8.0498842,-34.9052151,RPA4,101
1423,COLÉGIO EQUIPE (ANEXO II),PP,MADALENA,-8.0498842,-34.9052151,RPA4,11
1424,COLÉGIO EQUIPE (ANEXO II),PRD,MADALENA,-8.0498842,-34.9052151,RPA4,3
1425,COLÉGIO EQUIPE (ANEXO II),PSB,MADALENA,-8.0498842,-34.9052151,RPA4,112
1426,COLÉGIO EQUIPE (ANEXO II),PSD,MADALENA,-8.0498842,-34.9052151,RPA4,33
1427,COLÉGIO EQUIPE (ANEXO II),PSOL,MADALENA,-8.0498842,-34.9052151,RPA4,44
1428,COLÉGIO EQUIPE (ANEXO II),PSTU,MADALENA,-8.0498842,-34.9052151,RPA4,1
1429,COLÉGIO EQUIPE (ANEXO II),PT,MADALENA,-8.0498842,-34.9052151,RPA4,77
1430,COLÉGIO EQUIPE (ANEXO II),PV,MADALENA,-8.0498842,-34.9052151,RPA4,14
1431,COLÉGIO EQUIPE (ANEXO II),REDE,MADALENA,-8.0498842,-34.9052151,RPA4,8
1432,COLÉGIO EQUIPE (ANEXO II),REPUBLICANOS,MADALENA,-8.0498842,-34.9052151,RPA4,19
1433,COLÉGIO EQUIPE (ANEXO II),SOLIDARIEDADE,MADALENA,-8.0498842,-34.9052151,RPA4,1
1434,COLÉGIO EQUIPE (ANEXO II),UP,MADALENA,-8.0498842,-34.9052151,RPA4,2
1435,COLÉGIO ETHOS,AVANTE,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,18
1436,COLÉGIO ETHOS,DC,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,3
1437,COLÉGIO ETHOS,MDB,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,132
1438,COLÉGIO ETHOS,MOBILIZA,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,3
1439,COLÉGIO ETHOS,NOVO,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,98
1440,COLÉGIO ETHOS,PC do B,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,53
1441,COLÉGIO ETHOS,PL,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,188
1442,COLÉGIO ETHOS,PP,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,20
1443,COLÉGIO ETHOS,PRD,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,22
1444,COLÉGIO ETHOS,PSB,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,260
1445,COLÉGIO ETHOS,PSD,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,82
1446,COLÉGIO ETHOS,PSDB,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,4
1447,COLÉGIO ETHOS,PSOL,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,108
1448,COLÉGIO ETHOS,PT,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,141
1449,COLÉGIO ETHOS,PV,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,48
1450,COLÉGIO ETHOS,REDE,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,6
1451,COLÉGIO ETHOS,REPUBLICANOS,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,27
1452,COLÉGIO ETHOS,UP,POÇO DA PANELA,-8.0388292,-34.9202832,RPA3,1
1453,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),AVANTE,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,73
1454,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),CIDADANIA,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,5
1455,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),DC,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,51
1456,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),MDB,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,553
1457,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),MOBILIZA,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,16
1458,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),NOVO,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,440
1459,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PC do B,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,80
1460,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PCO,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,1
1461,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PL,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,848
1462,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PP,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,126
1463,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PRD,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,37
1464,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PSB,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,828
1465,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PSD,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,275
1466,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PSDB,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,11
1467,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PSOL,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,191
1468,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PSTU,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,3
1469,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PT,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,353
1470,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),PV,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,76
1471,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),REDE,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,75
1472,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),REPUBLICANOS,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,288
1473,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),SOLIDARIEDADE,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,4
1474,COLÉGIO GGE (ANTIGO ATUAL I / FAPE),UP,IMBIRIBEIRA,-8.1156868,-34.9048323,RPA6,7
1475,COLÉGIO GGE - PARNAMIRIM,AVANTE,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,23
1476,COLÉGIO GGE - PARNAMIRIM,CIDADANIA,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,4
1477,COLÉGIO GGE - PARNAMIRIM,DC,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,4
1478,COLÉGIO GGE - PARNAMIRIM,MDB,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,164
1479,COLÉGIO GGE - PARNAMIRIM,MOBILIZA,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,9
1480,COLÉGIO GGE - PARNAMIRIM,NOVO,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,178
1481,COLÉGIO GGE - PARNAMIRIM,PC do B,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,73
1482,COLÉGIO GGE - PARNAMIRIM,PL,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,331
1483,COLÉGIO GGE - PARNAMIRIM,PP,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,27
1484,COLÉGIO GGE - PARNAMIRIM,PRD,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,46
1485,COLÉGIO GGE - PARNAMIRIM,PSB,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,298
1486,COLÉGIO GGE - PARNAMIRIM,PSD,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,97
1487,COLÉGIO GGE - PARNAMIRIM,PSDB,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,4
1488,COLÉGIO GGE - PARNAMIRIM,PSOL,PARNAMIRIM,-8.03249667,-34.91178333,RPA3,129
