,local,sigla_partido,EBAIRRNOMEOF,latitude,longitude,RPA,votos
3528,ESCOLA ESTADUAL DOM VITAL,MDB,CASA AMARELA,-8.026995,-34.91828333,RPA3,224
3529,ESCOLA ESTADUAL DOM VITAL,MOBILIZA,CASA AMARELA,-8.026995,-34.91828333,RPA3,47
3530,ESCOLA ESTADUAL DOM VITAL,NOVO,CASA AMARELA,-8.026995,-34.91828333,RPA3,124
3531,ESCOLA ESTADUAL DOM VITAL,PC do B,CASA AMARELA,-8.026995,-34.91828333,RPA3,74
3532,ESCOLA ESTADUAL DOM VITAL,PCO,CASA AMARELA,-8.026995,-34.91828333,RPA3,1
3533,ESCOLA ESTADUAL DOM VITAL,PL,CASA AMARELA,-8.026995,-34.91828333,RPA3,288
3534,ESCOLA ESTADUAL DOM VITAL,PP,CASA AMARELA,-8.026995,-34.91828333,RPA3,128
3535,ESCOLA ESTADUAL DOM VITAL,PRD,CASA AMARELA,-8.026995,-34.91828333,RPA3,147
3536,ESCOLA ESTADUAL DOM VITAL,PSB,CASA AMARELA,-8.026995,-34.91828333,RPA3,861
3537,ESCOLA ESTADUAL DOM VITAL,PSD,CASA AMARELA,-8.026995,-34.91828333,RPA3,168
3538,ESCOLA ESTADUAL DOM VITAL,PSDB,CASA AMARELA,-8.026995,-34.91828333,RPA3,8
3539,ESCOLA ESTADUAL DOM VITAL,PSOL,CASA AMARELA,-8.026995,-34.91828333,RPA3,66
3540,ESCOLA ESTADUAL DOM VITAL,PSTU,CASA AMARELA,-8.026995,-34.91828333,RPA3,1
3541,ESCOLA ESTADUAL DOM VITAL,PT,CASA AMARELA,-8.026995,-34.91828333,RPA3,188
3542,ESCOLA ESTADUAL DOM VITAL,PV,CASA AMARELA,-8.026995,-34.91828333,RPA3,228
3543,ESCOLA ESTADUAL DOM VITAL,REDE,CASA AMARELA,-8.026995,-34.91828333,RPA3,27
3544,ESCOLA ESTADUAL DOM VITAL,REPUBLICANOS,CASA AMARELA,-8.026995,-34.91828333,RPA3,174
3545,ESCOLA ESTADUAL DOM VITAL,SOLIDARIEDADE,CASA AMARELA,-8.026995,-34.91828333,RPA3,5
3546,ESCOLA ESTADUAL DOM VITAL,UP,CASA AMARELA,-8.026995,-34.91828333,RPA3,2
3547,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,AVANTE,BEBERIBE,-8.0051866,-34.8982255,RPA2,142
3548,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,CIDADANIA,BEBERIBE,-8.0051866,-34.8982255,RPA2,1
3549,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,DC,BEBERIBE,-8.0051866,-34.8982255,RPA2,19
3550,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,MDB,BEBERIBE,-8.0051866,-34.8982255,RPA2,201
3551,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,MOBILIZA,BEBERIBE,-8.0051866,-34.8982255,RPA2,18
3552,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,NOVO,BEBERIBE,-8.0051866,-34.8982255,RPA2,63
3553,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PC do B,BEBERIBE,-8.0051866,-34.8982255,RPA2,76
3554,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PL,BEBERIBE,-8.0051866,-34.8982255,RPA2,231
3555,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PP,BEBERIBE,-8.0051866,-34.8982255,RPA2,251
3556,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PRD,BEBERIBE,-8.0051866,-34.8982255,RPA2,66
3557,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PSB,BEBERIBE,-8.0051866,-34.8982255,RPA2,1568
3558,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PSD,BEBERIBE,-8.0051866,-34.8982255,RPA2,122
3559,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PSDB,BEBERIBE,-8.0051866,-34.8982255,RPA2,4
3560,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PSOL,BEBERIBE,-8.0051866,-34.8982255,RPA2,40
3561,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PT,BEBERIBE,-8.0051866,-34.8982255,RPA2,109
3562,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,PV,BEBERIBE,-8.0051866,-34.8982255,RPA2,159
3563,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,REDE,BEBERIBE,-8.0051866,-34.8982255,RPA2,57
3564,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,REPUBLICANOS,BEBERIBE,-8.0051866,-34.8982255,RPA2,213
3565,ESCOLA ESTADUAL DOUTOR FABIO CORREIA,SOLIDARIEDADE,BEBERIBE,-8.0051866,-34.8982255,RPA2,3
3566,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,AVANTE,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,67
3567,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,CIDADANIA,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,1
3568,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,DC,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,17
3569,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,MDB,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,309
3570,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,MOBILIZA,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,14
3571,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,NOVO,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,57
3572,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PC do B,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,59
3573,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PL,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,200
3574,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PP,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,648
3575,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PRD,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,83
3576,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PSB,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,1353
3577,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PSD,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,83
3578,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PSDB,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,2
3579,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PSOL,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,29
3580,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PSTU,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,2
3581,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PT,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,80
3582,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,PV,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,95
3583,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,REDE,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,28
3584,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,REPUBLICANOS,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,149
3585,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,SOLIDARIEDADE,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,1
3586,ESCOLA ESTADUAL DR. FRANCISCO PESSOA DE QUEIROZ,UP,DOIS UNIDOS,-7.9944694,-34.9113297,RPA2,1
3587,ESCOLA ESTADUAL GABRIELA MISTRAL,AVANTE,AGUA FRIA,-8.0139627,-34.9036098,RPA2,146
3588,ESCOLA ESTADUAL GABRIELA MISTRAL,DC,AGUA FRIA,-8.0139627,-34.9036098,RPA2,5
3589,ESCOLA ESTADUAL GABRIELA MISTRAL,MDB,AGUA FRIA,-8.0139627,-34.9036098,RPA2,128
3590,ESCOLA ESTADUAL GABRIELA MISTRAL,MOBILIZA,AGUA FRIA,-8.0139627,-34.9036098,RPA2,7
3591,ESCOLA ESTADUAL GABRIELA MISTRAL,NOVO,AGUA FRIA,-8.0139627,-34.9036098,RPA2,37
3592,ESCOLA ESTADUAL GABRIELA MISTRAL,PC do B,AGUA FRIA,-8.0139627,-34.9036098,RPA2,121
3593,ESCOLA ESTADUAL GABRIELA MISTRAL,PL,AGUA FRIA,-8.0139627,-34.9036098,RPA2,108
3594,ESCOLA ESTADUAL GABRIELA MISTRAL,PP,AGUA FRIA,-8.0139627,-34.9036098,RPA2,78
3595,ESCOLA ESTADUAL GABRIELA MISTRAL,PRD,AGUA FRIA,-8.0139627,-34.9036098,RPA2,38
3596,ESCOLA ESTADUAL GABRIELA MISTRAL,PSB,AGUA FRIA,-8.0139627,-34.9036098,RPA2,796
3597,ESCOLA ESTADUAL GABRIELA MISTRAL,PSD,AGUA FRIA,-8.0139627,-34.9036098,RPA2,81
3598,ESCOLA ESTADUAL GABRIELA MISTRAL,PSDB,AGUA FRIA,-8.0139627,-34.9036098,RPA2,4
3599,ESCOLA ESTADUAL GABRIELA MISTRAL,PSOL,AGUA FRIA,-8.0139627,-34.9036098,RPA2,23
3600,ESCOLA ESTADUAL GABRIELA MISTRAL,PT,AGUA FRIA,-8.0139627,-34.9036098,RPA2,93
3601,ESCOLA ESTADUAL GABRIELA MISTRAL,PV,AGUA FRIA,-8.0139627,-34.9036098,RPA2,370
3602,ESCOLA ESTADUAL GABRIELA MISTRAL,REDE,AGUA FRIA,-8.0139627,-34.9036098,RPA2,23
3603,ESCOLA ESTADUAL GABRIELA MISTRAL,REPUBLICANOS,AGUA FRIA,-8.0139627,-34.9036098,RPA2,154
3604,ESCOLA ESTADUAL GABRIELA MISTRAL,SOLIDARIEDADE,AGUA FRIA,-8.0139627,-34.9036098,RPA2,1
3605,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,AVANTE,CAJUEIRO,-8.0106766,-34.8833191,RPA2,109
3606,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,CIDADANIA,CAJUEIRO,-8.0106766,-34.8833191,RPA2,3
3607,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,DC,CAJUEIRO,-8.0106766,-34.8833191,RPA2,39
3608,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,MDB,CAJUEIRO,-8.0106766,-34.8833191,RPA2,273
3609,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,MOBILIZA,CAJUEIRO,-8.0106766,-34.8833191,RPA2,37
3610,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,NOVO,CAJUEIRO,-8.0106766,-34.8833191,RPA2,321
3611,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PC do B,CAJUEIRO,-8.0106766,-34.8833191,RPA2,107
3612,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PCO,CAJUEIRO,-8.0106766,-34.8833191,RPA2,2
3613,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PL,CAJUEIRO,-8.0106766,-34.8833191,RPA2,377
3614,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PP,CAJUEIRO,-8.0106766,-34.8833191,RPA2,265
3615,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PRD,CAJUEIRO,-8.0106766,-34.8833191,RPA2,178
3616,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PSB,CAJUEIRO,-8.0106766,-34.8833191,RPA2,1366
3617,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PSD,CAJUEIRO,-8.0106766,-34.8833191,RPA2,316
3618,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PSDB,CAJUEIRO,-8.0106766,-34.8833191,RPA2,9
3619,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PSOL,CAJUEIRO,-8.0106766,-34.8833191,RPA2,77
3620,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PSTU,CAJUEIRO,-8.0106766,-34.8833191,RPA2,1
3621,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PT,CAJUEIRO,-8.0106766,-34.8833191,RPA2,245
3622,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,PV,CAJUEIRO,-8.0106766,-34.8833191,RPA2,211
3623,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,REDE,CAJUEIRO,-8.0106766,-34.8833191,RPA2,195
3624,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,REPUBLICANOS,CAJUEIRO,-8.0106766,-34.8833191,RPA2,217
3625,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,SOLIDARIEDADE,CAJUEIRO,-8.0106766,-34.8833191,RPA2,2
3626,ESCOLA ESTADUAL JARBAS PERNAMBUCANO,UP,CAJUEIRO,-8.0106766,-34.8833191,RPA2,4
3627,ESCOLA ESTADUAL JOAO BEZERRA,AVANTE,PINA,-8.0860511,-34.8829294,RPA6,211
3628,ESCOLA ESTADUAL JOAO BEZERRA,CIDADANIA,PINA,-8.0860511,-34.8829294,RPA6,3
3629,ESCOLA ESTADUAL JOAO BEZERRA,DC,PINA,-8.0860511,-34.8829294,RPA6,18
3630,ESCOLA ESTADUAL JOAO BEZERRA,MDB,PINA,-8.0860511,-34.8829294,RPA6,855
3631,ESCOLA ESTADUAL JOAO BEZERRA,MOBILIZA,PINA,-8.0860511,-34.8829294,RPA6,12
3632,ESCOLA ESTADUAL JOAO BEZERRA,NOVO,PINA,-8.0860511,-34.8829294,RPA6,152
3633,ESCOLA ESTADUAL JOAO BEZERRA,PC do B,PINA,-8.0860511,-34.8829294,RPA6,36
3634,ESCOLA ESTADUAL JOAO BEZERRA,PL,PINA,-8.0860511,-34.8829294,RPA6,599
3635,ESCOLA ESTADUAL JOAO BEZERRA,PP,PINA,-8.0860511,-34.8829294,RPA6,136
3636,ESCOLA ESTADUAL JOAO BEZERRA,PRD,PINA,-8.0860511,-34.8829294,RPA6,105
3637,ESCOLA ESTADUAL JOAO BEZERRA,PSB,PINA,-8.0860511,-34.8829294,RPA6,1157
3638,ESCOLA ESTADUAL JOAO BEZERRA,PSD,PINA,-8.0860511,-34.8829294,RPA6,260
3639,ESCOLA ESTADUAL JOAO BEZERRA,PSDB,PINA,-8.0860511,-34.8829294,RPA6,5
3640,ESCOLA ESTADUAL JOAO BEZERRA,PSOL,PINA,-8.0860511,-34.8829294,RPA6,44
3641,ESCOLA ESTADUAL JOAO BEZERRA,PT,PINA,-8.0860511,-34.8829294,RPA6,495
3642,ESCOLA ESTADUAL JOAO BEZERRA,PV,PINA,-8.0860511,-34.8829294,RPA6,80
3643,ESCOLA ESTADUAL JOAO BEZERRA,REDE,PINA,-8.0860511,-34.8829294,RPA6,42
3644,ESCOLA ESTADUAL JOAO BEZERRA,REPUBLICANOS,PINA,-8.0860511,-34.8829294,RPA6,224
3645,ESCOLA ESTADUAL JOAO BEZERRA,SOLIDARIEDADE,PINA,-8.0860511,-34.8829294,RPA6,6
3646,ESCOLA ESTADUAL JOAO BEZERRA,UP,PINA,-8.0860511,-34.8829294,RPA6,3
3647,ESCOLA ESTADUAL JOSÉ MARIA,AVANTE,SANTO AMARO,-8.0479681,-34.8805986,RPA1,613
3648,ESCOLA ESTADUAL JOSÉ MARIA,CIDADANIA,SANTO AMARO,-8.0479681,-34.8805986,RPA1,4
3649,ESCOLA ESTADUAL JOSÉ MARIA,DC,SANTO AMARO,-8.0479681,-34.8805986,RPA1,23
3650,ESCOLA ESTADUAL JOSÉ MARIA,MDB,SANTO AMARO,-8.0479681,-34.8805986,RPA1,174
3651,ESCOLA ESTADUAL JOSÉ MARIA,MOBILIZA,SANTO AMARO,-8.0479681,-34.8805986,RPA1,13
3652,ESCOLA ESTADUAL JOSÉ MARIA,NOVO,SANTO AMARO,-8.0479681,-34.8805986,RPA1,49
3653,ESCOLA ESTADUAL JOSÉ MARIA,PC do B,SANTO AMARO,-8.0479681,-34.8805986,RPA1,115
3654,ESCOLA ESTADUAL JOSÉ MARIA,PL,SANTO AMARO,-8.0479681,-34.8805986,RPA1,146
3655,ESCOLA ESTADUAL JOSÉ MARIA,PP,SANTO AMARO,-8.0479681,-34.8805986,RPA1,86
3656,ESCOLA ESTADUAL JOSÉ MARIA,PRD,SANTO AMARO,-8.0479681,-34.8805986,RPA1,66
3657,ESCOLA ESTADUAL JOSÉ MARIA,PSB,SANTO AMARO,-8.0479681,-34.8805986,RPA1,1289
3658,ESCOLA ESTADUAL JOSÉ MARIA,PSD,SANTO AMARO,-8.0479681,-34.8805986,RPA1,57
3659,ESCOLA ESTADUAL JOSÉ MARIA,PSDB,SANTO AMARO,-8.0479681,-34.8805986,RPA1,9
3660,ESCOLA ESTADUAL JOSÉ MARIA,PSOL,SANTO AMARO,-8.0479681,-34.8805986,RPA1,28
3661,ESCOLA ESTADUAL JOSÉ MARIA,PSTU,SANTO AMARO,-8.0479681,-34.8805986,RPA1,2
3662,ESCOLA ESTADUAL JOSÉ MARIA,PT,SANTO AMARO,-8.0479681,-34.8805986,RPA1,495
3663,ESCOLA ESTADUAL JOSÉ MARIA,PV,SANTO AMARO,-8.0479681,-34.8805986,RPA1,38
3664,ESCOLA ESTADUAL JOSÉ MARIA,REDE,SANTO AMARO,-8.0479681,-34.8805986,RPA1,9
3665,ESCOLA ESTADUAL JOSÉ MARIA,REPUBLICANOS,SANTO AMARO,-8.0479681,-34.8805986,RPA1,269
3666,ESCOLA ESTADUAL JOSÉ MARIA,SOLIDARIEDADE,SANTO AMARO,-8.0479681,-34.8805986,RPA1,3
3667,ESCOLA ESTADUAL JOSÉ MARIA,UP,SANTO AMARO,-8.0479681,-34.8805986,RPA1,1
3668,ESCOLA ESTADUAL JOSÉ VILELA,AVANTE,PARNAMIRIM,-8.032245,-34.91287333,RPA3,46
3669,ESCOLA ESTADUAL JOSÉ VILELA,CIDADANIA,PARNAMIRIM,-8.032245,-34.91287333,RPA3,3
3670,ESCOLA ESTADUAL JOSÉ VILELA,DC,PARNAMIRIM,-8.032245,-34.91287333,RPA3,6
3671,ESCOLA ESTADUAL JOSÉ VILELA,MDB,PARNAMIRIM,-8.032245,-34.91287333,RPA3,156
3672,ESCOLA ESTADUAL JOSÉ VILELA,MOBILIZA,PARNAMIRIM,-8.032245,-34.91287333,RPA3,11
3673,ESCOLA ESTADUAL JOSÉ VILELA,NOVO,PARNAMIRIM,-8.032245,-34.91287333,RPA3,198
3674,ESCOLA ESTADUAL JOSÉ VILELA,PC do B,PARNAMIRIM,-8.032245,-34.91287333,RPA3,145
3675,ESCOLA ESTADUAL JOSÉ VILELA,PL,PARNAMIRIM,-8.032245,-34.91287333,RPA3,401
3676,ESCOLA ESTADUAL JOSÉ VILELA,PP,PARNAMIRIM,-8.032245,-34.91287333,RPA3,54
3677,ESCOLA ESTADUAL JOSÉ VILELA,PRD,PARNAMIRIM,-8.032245,-34.91287333,RPA3,80
3678,ESCOLA ESTADUAL JOSÉ VILELA,PSB,PARNAMIRIM,-8.032245,-34.91287333,RPA3,537
3679,ESCOLA ESTADUAL JOSÉ VILELA,PSD,PARNAMIRIM,-8.032245,-34.91287333,RPA3,172
3680,ESCOLA ESTADUAL JOSÉ VILELA,PSDB,PARNAMIRIM,-8.032245,-34.91287333,RPA3,4
3681,ESCOLA ESTADUAL JOSÉ VILELA,PSOL,PARNAMIRIM,-8.032245,-34.91287333,RPA3,166
3682,ESCOLA ESTADUAL JOSÉ VILELA,PSTU,PARNAMIRIM,-8.032245,-34.91287333,RPA3,1
3683,ESCOLA ESTADUAL JOSÉ VILELA,PT,PARNAMIRIM,-8.032245,-34.91287333,RPA3,287
3684,ESCOLA ESTADUAL JOSÉ VILELA,PV,PARNAMIRIM,-8.032245,-34.91287333,RPA3,104
3685,ESCOLA ESTADUAL JOSÉ VILELA,REDE,PARNAMIRIM,-8.032245,-34.91287333,RPA3,30
3686,ESCOLA ESTADUAL JOSÉ VILELA,REPUBLICANOS,PARNAMIRIM,-8.032245,-34.91287333,RPA3,91
3687,ESCOLA ESTADUAL JOSÉ VILELA,SOLIDARIEDADE,PARNAMIRIM,-8.032245,-34.91287333,RPA3,5
3688,ESCOLA ESTADUAL JOSÉ VILELA,UP,PARNAMIRIM,-8.032245,-34.91287333,RPA3,1
3689,ESCOLA ESTADUAL LANDELINO ROCHA,AVANTE,PINA,-8.0928228,-34.8836534,RPA6,51
3690,ESCOLA ESTADUAL LANDELINO ROCHA,CIDADANIA,PINA,-8.0928228,-34.8836534,RPA6,1
3691,ESCOLA ESTADUAL LANDELINO ROCHA,DC,PINA,-8.0928228,-34.8836534,RPA6,16
3692,ESCOLA ESTADUAL LANDELINO ROCHA,MDB,PINA,-8.0928228,-34.8836534,RPA6,102
3693,ESCOLA ESTADUAL LANDELINO ROCHA,MOBILIZA,PINA,-8.0928228,-34.8836534,RPA6,12
3694,ESCOLA ESTADUAL LANDELINO ROCHA,NOVO,PINA,-8.0928228,-34.8836534,RPA6,95
3695,ESCOLA ESTADUAL LANDELINO ROCHA,PC do B,PINA,-8.0928228,-34.8836534,RPA6,25
3696,ESCOLA ESTADUAL LANDELINO ROCHA,PCO,PINA,-8.0928228,-34.8836534,RPA6,2
3697,ESCOLA ESTADUAL LANDELINO ROCHA,PL,PINA,-8.0928228,-34.8836534,RPA6,281
3698,ESCOLA ESTADUAL LANDELINO ROCHA,PP,PINA,-8.0928228,-34.8836534,RPA6,34
3699,ESCOLA ESTADUAL LANDELINO ROCHA,PRD,PINA,-8.0928228,-34.8836534,RPA6,52
3700,ESCOLA ESTADUAL LANDELINO ROCHA,PSB,PINA,-8.0928228,-34.8836534,RPA6,255
3701,ESCOLA ESTADUAL LANDELINO ROCHA,PSD,PINA,-8.0928228,-34.8836534,RPA6,105
3702,ESCOLA ESTADUAL LANDELINO ROCHA,PSDB,PINA,-8.0928228,-34.8836534,RPA6,1
3703,ESCOLA ESTADUAL LANDELINO ROCHA,PSOL,PINA,-8.0928228,-34.8836534,RPA6,37
3704,ESCOLA ESTADUAL LANDELINO ROCHA,PT,PINA,-8.0928228,-34.8836534,RPA6,123
3705,ESCOLA ESTADUAL LANDELINO ROCHA,PV,PINA,-8.0928228,-34.8836534,RPA6,54
3706,ESCOLA ESTADUAL LANDELINO ROCHA,REDE,PINA,-8.0928228,-34.8836534,RPA6,26
3707,ESCOLA ESTADUAL LANDELINO ROCHA,REPUBLICANOS,PINA,-8.0928228,-34.8836534,RPA6,66
3708,ESCOLA ESTADUAL LANDELINO ROCHA,SOLIDARIEDADE,PINA,-8.0928228,-34.8836534,RPA6,3
3709,ESCOLA ESTADUAL LANDELINO ROCHA,UP,PINA,-8.0928228,-34.8836534,RPA6,1
3710,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,AVANTE,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,55
3711,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,CIDADANIA,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,2
3712,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,DC,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,18
3713,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,MDB,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,1093
3714,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,MOBILIZA,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,18
3715,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,NOVO,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,73
3716,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PC do B,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,64
3717,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PL,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,307
3718,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PP,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,195
3719,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PRD,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,100
3720,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PSB,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,911
3721,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PSD,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,256
3722,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PSDB,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,3
3723,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PSOL,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,25
3724,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PSTU,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,1
3725,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PT,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,354
3726,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,PV,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,197
3727,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,REDE,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,34
3728,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,REPUBLICANOS,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,121
3729,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,SOLIDARIEDADE,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,4
3730,ESCOLA ESTADUAL MARIA DA CONCEIÇÃO DO REGO BARROS LACERDA,UP,UR-7 VARZEA,-8.03679923,-34.97601004,RPA4,9
3731,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,AVANTE,CASA AMARELA,-8.0238447,-34.9134947,RPA3,43
3732,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,CIDADANIA,CASA AMARELA,-8.0238447,-34.9134947,RPA3,4
3733,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,DC,CASA AMARELA,-8.0238447,-34.9134947,RPA3,4
3734,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,MDB,CASA AMARELA,-8.0238447,-34.9134947,RPA3,99
3735,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,MOBILIZA,CASA AMARELA,-8.0238447,-34.9134947,RPA3,24
3736,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,NOVO,CASA AMARELA,-8.0238447,-34.9134947,RPA3,37
3737,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,PC do B,CASA AMARELA,-8.0238447,-34.9134947,RPA3,30
3738,ESCOLA ESTADUAL MATIAS DE ALBUQUERQUE,PL,CASA AMARELA,-8.0238447,-34.9134947,RPA3,169
